StationID,ActivityStartDate,ActivityStartTime/Time,organic_carbon_units,organic_carbon,Depth_m,Source
CL-089,11/6/2003,10:10:00 AM,mg/L,4.2,0.3,DHEC
CW-017,3/10/2003,10:15:00 AM,mg/L,13,0.3,DHEC
RL-03332,6/30/2003,12:00:00 PM,mg/L,6.2,0.3,DHEC
CW-021,2/10/2003,10:50:00 AM,mg/L,4.9,0.3,DHEC
CL-089,2/20/2003,10:20:00 AM,mg/L,7,0.3,DHEC
CW-166,5/27/2003,9:30:00 AM,mg/L,12,0.3,DHEC
RL-03458,6/30/2003,11:50:00 AM,mg/L,6.3,0.3,DHEC
CW-080,2/10/2003,9:10:00 AM,mg/L,6.7,0.3,DHEC
CW-041,3/27/2003,2:35:00 PM,mg/L,4.8,0.3,DHEC
CW-036,3/10/2003,11:50:00 AM,mg/L,7.2,0.3,DHEC
CW-145,6/19/2003,2:40:00 PM,mg/L,15,0.3,DHEC
CW-072,8/21/2003,11:30:00 AM,mg/L,6.9,0.3,DHEC
CW-072,11/24/2003,12:00:00 PM,mg/L,6.6,0.3,DHEC
RL-03351,6/30/2003,11:20:00 AM,mg/L,6.6,0.3,DHEC
RL-03458,9/29/2003,2:45:00 PM,mg/L,5.4,0.3,DHEC
RL-03332,9/29/2003,3:00:00 PM,mg/L,5.6,0.3,DHEC
RL-03458,3/31/2003,3:05:00 PM,mg/L,7.9,0.3,DHEC
RL-03332,3/31/2003,2:40:00 PM,mg/L,7.6,0.3,DHEC
CW-083,12/11/2003,10:30:00 AM,mg/L,6.8,0.3,DHEC
CW-145,9/17/2003,11:00:00 AM,mg/L,5.5,0.3,DHEC
RL-03336,8/5/2003,10:35:00 AM,mg/L,5,0.3,DHEC
CW-083,6/19/2003,2:20:00 PM,mg/L,13,0.3,DHEC
CW-250,8/28/2003,9:00:00 AM,mg/L,7.6,0.3,DHEC
RL-03336,11/6/2003,10:40:00 AM,mg/L,4,0.3,DHEC
CW-017,9/17/2003,10:00:00 AM,mg/L,13,0.3,DHEC
CW-079,2/10/2003,9:35:00 AM,mg/L,16,0.3,DHEC
CL-089,5/15/2003,10:05:00 AM,mg/L,6.3,0.3,DHEC
CW-237,2/10/2003,10:15:00 AM,mg/L,8.8,0.3,DHEC
CW-080,5/15/2003,9:15:00 AM,mg/L,9.8,0.3,DHEC
CW-237,8/5/2003,11:40:00 AM,mg/L,10,0.3,DHEC
CW-235,12/17/2003,10:25:00 AM,mg/L,8.3,0.3,DHEC
CW-235,9/8/2003,2:45:00 PM,mg/L,10,0.3,DHEC
CW-079,11/6/2003,9:45:00 AM,mg/L,8.1,0.3,DHEC
CW-236,3/12/2003,11:30:00 AM,mg/L,4.4,0.3,DHEC
RL-03458,12/18/2003,11:55:00 AM,mg/L,4.4,0.3,DHEC
CW-250,5/7/2003,9:00:00 AM,mg/L,11,0.3,DHEC
CW-145,3/10/2003,11:15:00 AM,mg/L,6.3,0.3,DHEC
CW-233,6/2/2003,1:30:00 PM,mg/L,8.1,0.3,DHEC
CW-083,3/10/2003,11:30:00 AM,mg/L,7.1,0.3,DHEC
CW-017,6/19/2003,10:20:00 AM,mg/L,17,0.3,DHEC
CW-079,8/5/2003,9:45:00 AM,mg/L,9.2,0.3,DHEC
CW-234,3/12/2003,12:05:00 PM,mg/L,8,0.3,DHEC
CW-237,5/15/2003,11:55:00 AM,mg/L,8.8,0.3,DHEC
CW-206,5/29/2003,10:00:00 AM,mg/L,5.7,0.3,DHEC
CW-080,11/6/2003,9:20:00 AM,mg/L,8.6,0.3,DHEC
CW-234,12/17/2003,11:40:00 AM,mg/L,4.9,0.3,DHEC
CW-222,11/13/2003,1:10:00 PM,mg/L,5.2,0.3,DHEC
RL-03336,5/15/2003,10:40:00 AM,mg/L,6.6,0.3,DHEC
CW-017,12/11/2003,9:55:00 AM,mg/L,7.5,0.3,DHEC
CW-072,5/20/2003,11:30:00 AM,mg/L,6.2,0.3,DHEC
CL-089,8/5/2003,10:10:00 AM,mg/L,5.1,0.3,DHEC
CW-206,8/14/2003,10:00:00 AM,mg/L,5.4,0.3,DHEC
CW-236,12/17/2003,10:50:00 AM,mg/L,5.8,0.3,DHEC
CW-238,5/27/2003,10:00:00 AM,mg/L,16,0.3,DHEC
RS-03511,9/17/2003,10:30:00 AM,mg/L,2.6,0.3,DHEC
CW-231,9/29/2003,10:45:00 AM,mg/L,5.8,0.3,DHEC
CW-236,6/2/2003,1:45:00 PM,mg/L,6,0.3,DHEC
CW-014,9/17/2003,11:55:00 AM,mg/L,3.2,0.3,DHEC
CW-225,3/12/2003,12:40:00 PM,mg/L,4.9,0.3,DHEC
RL-03353,9/29/2003,11:15:00 AM,mg/L,5.5,0.3,DHEC
CW-057,6/23/2003,3:15:00 PM,mg/L,4.4,0.3,DHEC
RS-03511,3/10/2003,3:05:00 PM,mg/L,5.2,0.3,DHEC
CW-225,12/17/2003,12:20:00 PM,mg/L,4.2,0.3,DHEC
CW-238,11/19/2003,10:35:00 AM,mg/L,14,0.3,DHEC
CW-036,12/11/2003,11:00:00 AM,mg/L,7.1,0.3,DHEC
RL-03351,9/29/2003,1:25:00 PM,mg/L,5.6,0.3,DHEC
CW-014,3/10/2003,2:20:00 PM,mg/L,4.1,0.3,DHEC
CW-237,11/6/2003,11:30:00 AM,mg/L,8.6,0.3,DHEC
CW-036,9/17/2003,3:00:00 PM,mg/L,6.5,0.3,DHEC
CW-166,8/6/2003,8:20:00 AM,mg/L,12,0.3,DHEC
CW-166,2/4/2003,12:45:00 PM,mg/L,6.2,0.3,DHEC
CW-233,3/12/2003,11:45:00 AM,mg/L,5.3,0.3,DHEC
CW-225,9/9/2003,2:05:00 PM,mg/L,7.9,0.3,DHEC
CW-166,11/4/2004,9:05:00 AM,mg/L,10,0.3,DHEC
CW-021,12/2/2004,12:25:00 PM,mg/L,6.5,0.3,DHEC
RL-04379,6/17/2004,2:19:00 PM,mg/L,5.8,0.3,DHEC
CW-057,9/20/2004,10:00:00 AM,mg/L,4.4,0.3,DHEC
CW-206,5/27/2004,9:30:00 AM,mg/L,4.9,0.3,DHEC
CW-079,5/20/2004,10:30:00 AM,mg/L,13,0.3,DHEC
CW-080,8/5/2004,10:25:00 AM,mg/L,7.4,0.3,DHEC
CW-036,6/23/2004,3:07:00 PM,mg/L,6.6,0.3,DHEC
CW-166,8/17/2004,10:55:00 AM,mg/L,10,0.3,DHEC
CW-236,12/13/2004,11:02:00 AM,mg/L,6.9,0.3,DHEC
CW-234,9/2/2004,11:20:00 AM,mg/L,7,0.3,DHEC
RL-04375,3/25/2004,3:15:00 PM,mg/L,5.2,0.3,DHEC
RL-04379,9/15/2004,2:39:00 PM,mg/L,3.6,0.3,DHEC
CW-234,3/22/2004,10:40:00 AM,mg/L,6.8,0.3,DHEC
CW-250,11/30/2004,9:20:00 AM,mg/L,6.1,0.3,DHEC
CW-036,12/9/2004,9:55:00 AM,mg/L,7,0.3,DHEC
CW-079,11/4/2004,10:00:00 AM,mg/L,10,0.3,DHEC
CW-016,3/10/2004,4:00:00 PM,mg/L,7.4,0.3,DHEC
RL-04379,3/25/2004,3:00:00 PM,mg/L,5.5,0.3,DHEC
CW-237,12/2/2004,11:55:00 AM,mg/L,7.7,0.3,DHEC
CW-225,6/23/2004,10:42:00 AM,mg/L,6.9,0.3,DHEC
CW-206,11/30/2004,10:15:00 AM,mg/L,4.2,0.3,DHEC
CW-250,5/27/2004,9:05:00 AM,mg/L,6.1,0.3,DHEC
CW-250,8/12/2004,10:00:00 AM,mg/L,7.4,0.3,DHEC
RL-04375,6/17/2004,2:33:00 PM,mg/L,6.2,0.3,DHEC
CW-235,3/23/2004,10:10:00 AM,mg/L,8.7,0.3,DHEC
CW-057,3/10/2004,4:30:00 PM,mg/L,6.8,0.3,DHEC
CW-236,9/20/2004,11:43:00 AM,mg/L,7.8,0.3,DHEC
CW-079,12/2/2004,9:55:00 AM,mg/L,7,0.3,DHEC
CW-250,2/5/2004,9:45:00 AM,mg/L,4.2,0.3,DHEC
CW-236,3/23/2004,10:30:00 AM,mg/L,4.2,0.3,DHEC
CW-079,8/5/2004,10:50:00 AM,mg/L,8.9,0.3,DHEC
CW-145,9/2/2004,3:20:00 PM,mg/L,11,0.3,DHEC
CW-222,5/27/2004,11:35:00 AM,mg/L,5.4,0.3,DHEC
CL-089,8/5/2004,11:20:00 AM,mg/L,4.8,0.3,DHEC
CW-237,5/20/2004,12:05:00 PM,mg/L,6.8,0.3,DHEC
CW-145,3/22/2004,1:50:00 PM,mg/L,6.6,0.3,DHEC
CW-238,11/4/2004,12:15:00 PM,mg/L,11,0.3,DHEC
CW-057,12/9/2004,2:14:00 PM,mg/L,4.2,0.3,DHEC
RL-04379,12/16/2004,12:23:00 PM,mg/L,3.1,0.3,DHEC
CW-222,2/5/2004,11:45:00 AM,mg/L,4.8,0.3,DHEC
CW-014,3/22/2004,11:55:00 AM,mg/L,7,0.3,DHEC
CW-237,8/5/2004,12:10:00 PM,mg/L,6.4,0.3,DHEC
CW-234,12/13/2004,10:30:00 AM,mg/L,6.1,0.3,DHEC
CW-041,9/2/2004,3:00:00 PM,mg/L,3.6,0.3,DHEC
CW-234,6/22/2004,10:10:00 AM,mg/L,8.6,0.3,DHEC
CW-017,9/2/2004,10:25:00 AM,mg/L,12,0.3,DHEC
CW-225,12/13/2004,11:10:00 AM,mg/L,4.8,0.3,DHEC
CW-222,11/30/2004,11:30:00 AM,mg/L,3.8,0.3,DHEC
CW-238,2/12/2004,10:25:00 AM,mg/L,6,0.3,DHEC
CL-089,5/20/2004,10:55:00 AM,mg/L,4.7,0.3,DHEC
CW-021,11/4/2004,11:55:00 AM,mg/L,9.8,0.3,DHEC
CW-017,3/22/2004,10:15:00 AM,mg/L,8.8,0.3,DHEC
CW-237,2/12/2004,11:30:00 AM,mg/L,9,0.3,DHEC
CW-231,9/15/2004,1:55:00 PM,mg/L,3.5,0.3,DHEC
CL-089,12/2/2004,10:20:00 AM,mg/L,3.6,0.3,DHEC
CW-233,9/20/2004,12:06:00 PM,mg/L,7.5,0.3,DHEC
CW-080,11/4/2004,9:25:00 AM,mg/L,7.8,0.3,DHEC
CW-238,8/5/2004,1:00:00 PM,mg/L,11,0.3,DHEC
CW-145,6/21/2004,1:33:00 PM,mg/L,10,0.3,DHEC
RL-04375,9/15/2004,2:50:00 PM,mg/L,3.3,0.3,DHEC
CW-080,2/12/2004,12:05:00 PM,mg/L,4.9,0.3,DHEC
CW-017,6/22/2004,9:09:00 AM,mg/L,11,0.3,DHEC
CW-231,6/17/2004,1:44:00 PM,mg/L,6.5,0.3,DHEC
CW-036,9/9/2004,10:00:00 AM,mg/L,8.4,0.3,DHEC
CW-166,5/20/2004,9:40:00 AM,mg/L,7.8,0.3,DHEC
CW-080,5/20/2004,10:10:00 AM,mg/L,6.5,0.3,DHEC
CW-083,12/13/2004,1:42:00 PM,mg/L,7.5,0.3,DHEC
CW-206,2/5/2004,10:15:00 AM,mg/L,4.1,0.3,DHEC
CW-016,12/13/2004,10:30:00 AM,mg/L,2.8,0.3,DHEC
CW-021,8/5/2004,12:40:00 PM,mg/L,6.7,0.3,DHEC
CW-021,2/12/2004,10:50:00 AM,mg/L,5,0.3,DHEC
CW-041,3/10/2004,10:30:00 AM,mg/L,4.7,0.3,DHEC
CW-072,5/12/2004,9:50:00 AM,mg/L,5.8,0.3,DHEC
CW-235,9/2/2004,10:52:00 AM,mg/L,14,0.3,DHEC
CW-236,6/22/2004,3:17:00 PM,mg/L,7.3,0.3,DHEC
CW-145,12/13/2004,2:30:00 PM,mg/L,8,0.3,DHEC
CW-083,9/2/2004,2:30:00 PM,mg/L,6.4,0.3,DHEC
CW-235,12/16/2004,10:46:00 AM,mg/L,6.5,0.3,DHEC
RL-04375,12/16/2004,1:00:00 PM,mg/L,3.8,0.3,DHEC
CW-237,11/4/2004,11:25:00 AM,mg/L,10,0.3,DHEC
CW-036,3/22/2004,12:50:00 PM,mg/L,9.8,0.3,DHEC
CW-014,12/13/2004,12:00:00 PM,mg/L,2.2,0.3,DHEC
CW-166,2/12/2004,9:50:00 AM,mg/L,5.2,0.3,DHEC
CL-089,2/12/2004,1:00:00 PM,mg/L,4.1,0.3,DHEC
CW-206,8/12/2004,10:25:00 AM,mg/L,4.3,0.3,DHEC
CW-041,6/21/2004,1:14:00 PM,mg/L,4.5,0.3,DHEC
CW-225,3/22/2004,11:25:00 AM,mg/L,6.8,0.3,DHEC
CW-238,12/2/2004,12:50:00 PM,mg/L,11,0.3,DHEC
CW-231,12/16/2004,11:20:00 AM,mg/L,3.5,0.3,DHEC
CW-041,12/13/2004,2:00:00 PM,mg/L,2.5,0.3,DHEC
CW-057,6/10/2004,2:29:00 PM,mg/L,8.4,0.3,DHEC
CW-072,11/17/2004,10:05:00 AM,mg/L,4.4,0.3,DHEC
CW-021,5/20/2004,12:35:00 PM,mg/L,7.2,0.3,DHEC
CW-079,2/12/2004,12:30:00 PM,mg/L,11,0.3,DHEC
CW-014,6/23/2004,2:39:00 PM,mg/L,4.8,0.3,DHEC
CW-017,12/16/2004,10:25:00 AM,mg/L,8.7,0.3,DHEC
CW-233,6/22/2004,2:57:00 PM,mg/L,7.5,0.3,DHEC
CW-231,3/25/2004,2:00:00 PM,mg/L,5.2,0.3,DHEC
CW-233,3/23/2004,10:45:00 AM,mg/L,4.8,0.3,DHEC
CW-016,9/2/2004,10:02:00 AM,mg/L,5.7,0.3,DHEC
CW-225,9/2/2004,12:03:00 PM,mg/L,8,0.3,DHEC
CW-235,6/22/2004,8:38:00 AM,mg/L,11,0.3,DHEC
CW-238,5/20/2004,12:55:00 PM,mg/L,11,0.3,DHEC
CW-222,8/12/2004,11:30:00 AM,mg/L,5.1,0.3,DHEC
CW-083,6/21/2004,1:00:00 PM,mg/L,10,0.3,DHEC
CW-166,12/2/2004,8:55:00 AM,mg/L,8.7,0.3,DHEC
CW-233,12/13/2004,11:27:00 AM,mg/L,6.9,0.3,DHEC
CL-089,11/4/2004,10:20:00 AM,mg/L,4.2,0.3,DHEC
CW-080,12/2/2004,9:30:00 AM,mg/L,7.1,0.3,DHEC
CW-072,8/12/2004,10:50:00 AM,mg/L,8.4,0.3,DHEC
CW-083,3/22/2004,1:25:00 PM,mg/L,6.2,0.3,DHEC
CW-016,6/10/2004,3:02:00 PM,mg/L,6.8,0.3,DHEC
CW-014,9/2/2004,1:45:00 PM,mg/L,3.7,0.3,DHEC
CW-079,2/3/2005,10:35:00 AM,mg/L,4.9,0.3,DHEC
CL-089,8/30/2005,10:20:00 AM,mg/L,6.2,0.3,DHEC
CW-021,11/14/2005,12:40:00 PM,mg/L,6.8,0.3,DHEC
CW-014,6/9/2005,1:05:00 PM,mg/L,2.8,0.3,DHEC
CW-225,9/21/2005,3:54:00 PM,mg/L,8.2,0.3,DHEC
RS-05403,9/22/2005,10:08:00 AM,mg/L,8.3,0.3,DHEC
CW-057,9/12/2005,2:00:00 PM,mg/L,6.6,0.3,DHEC
RS-05403,12/7/2005,9:37:00 AM,mg/L,12,0.3,DHEC
CW-231,6/21/2005,1:10:00 PM,mg/L,3.2,0.3,DHEC
CW-236,12/7/2005,1:06:00 PM,mg/L,8.2,0.3,DHEC
CW-222,5/12/2005,10:50:00 AM,mg/L,5.5,0.3,DHEC
RL-05416,6/21/2005,1:49:00 PM,mg/L,3.4,0.3,DHEC
CW-166,11/14/2005,9:50:00 AM,mg/L,7.8,0.3,DHEC
CW-016,3/9/2005,1:15:00 PM,mg/L,7.2,0.3,DHEC
CW-206,2/24/2005,10:15:00 AM,mg/L,3.4,0.3,DHEC
CW-016,12/7/2005,10:06:00 AM,mg/L,7.2,0.3,DHEC
CL-089,2/3/2005,11:10:00 AM,mg/L,3.7,0.3,DHEC
CW-206,11/9/2005,9:25:00 AM,mg/L,4.4,0.3,DHEC
CW-072,2/10/2005,12:20:00 PM,mg/L,8,0.3,DHEC
CW-225,3/8/2005,2:52:00 PM,mg/L,7.4,0.3,DHEC
CW-235,6/2/2005,10:25:00 AM,mg/L,17,0.3,DHEC
CW-083,3/9/2005,11:47:00 AM,mg/L,10,0.3,DHEC
CW-237,11/14/2005,12:10:00 PM,mg/L,10,0.3,DHEC
CW-079,8/30/2005,9:55:00 AM,mg/L,9.3,0.3,DHEC
CW-250,11/9/2005,9:00:00 AM,mg/L,5.2,0.3,DHEC
RL-05391,6/21/2005,2:09:00 PM,mg/L,3.4,0.3,DHEC
CW-079,5/26/2005,10:20:00 AM,mg/L,5.8,0.3,DHEC
CW-082,5/26/2005,12:50:00 PM,mg/L,14,0.3,DHEC
CW-250,2/24/2005,9:45:00 AM,mg/L,4.8,0.3,DHEC
CW-021,5/26/2005,12:20:00 PM,mg/L,5.2,0.3,DHEC
CW-231,3/14/2005,11:36:00 AM,mg/L,4.7,0.3,DHEC
RL-05391,12/1/2005,2:22:00 PM,mg/L,8.5,0.3,DHEC
RL-05391,3/14/2005,11:03:00 AM,mg/L,5.6,0.3,DHEC
CW-233,12/7/2005,12:47:00 PM,mg/L,7.6,0.3,DHEC
RL-05414,3/14/2005,10:01:00 AM,mg/L,4.8,0.3,DHEC
CW-236,3/9/2005,2:35:00 PM,mg/L,8.7,0.3,DHEC
RS-05403,6/7/2005,9:30:00 AM,mg/L,9.8,0.3,DHEC
CW-235,12/7/2005,1:23:00 PM,mg/L,11,0.3,DHEC
CW-021,8/30/2005,12:35:00 PM,mg/L,9.2,0.3,DHEC
CW-166,5/26/2005,9:30:00 AM,mg/L,6.7,0.3,DHEC
CW-234,12/7/2005,10:23:00 AM,mg/L,5,0.3,DHEC
CW-206,8/11/2005,9:45:00 AM,mg/L,4.8,0.3,DHEC
CW-225,12/14/2005,10:02:00 AM,mg/L,6.4,0.3,DHEC
CW-057,6/16/2005,2:40:00 PM,mg/L,4,0.3,DHEC
RL-05414,9/7/2005,10:42:00 AM,mg/L,5.7,0.3,DHEC
CW-082,11/14/2005,1:10:00 PM,mg/L,10,0.3,DHEC
RL-05416,9/7/2005,11:50:00 AM,mg/L,5.4,0.3,DHEC
CW-233,9/19/2005,12:45:00 PM,mg/L,4,0.3,DHEC
CW-014,3/9/2005,11:00:00 AM,mg/L,3.8,0.3,DHEC
RL-05414,12/1/2005,12:33:00 PM,mg/L,9.9,0.3,DHEC
CW-082,2/3/2005,1:45:00 PM,mg/L,7.2,0.3,DHEC
CL-089,11/14/2005,11:10:00 AM,mg/L,5.2,0.3,DHEC
CW-041,3/9/2005,12:32:00 PM,mg/L,6.6,0.3,DHEC
CW-072,5/17/2005,11:50:00 AM,mg/L,7.7,0.3,DHEC
CW-233,6/2/2005,11:25:00 AM,mg/L,10,0.3,DHEC
CW-233,3/9/2005,2:10:00 PM,mg/L,10,0.3,DHEC
CW-237,8/30/2005,11:30:00 AM,mg/L,9.4,0.3,DHEC
CW-017,6/2/2005,10:01:00 AM,mg/L,12,0.3,DHEC
CW-145,3/9/2005,12:54:00 PM,mg/L,8.5,0.3,DHEC
RS-05403,3/9/2005,9:46:00 AM,mg/L,18,0.3,DHEC
CW-072,8/17/2005,10:30:00 AM,mg/L,8.5,0.3,DHEC
CW-234,3/9/2005,1:40:00 PM,mg/L,6.6,0.3,DHEC
CW-236,6/2/2005,10:55:00 AM,mg/L,13,0.3,DHEC
CW-080,2/3/2005,10:10:00 AM,mg/L,5.1,0.3,DHEC
CW-166,8/30/2005,9:00:00 AM,mg/L,9.2,0.3,DHEC
CW-036,9/19/2005,10:44:00 AM,mg/L,12,0.3,DHEC
CW-237,5/26/2005,11:45:00 AM,mg/L,5.6,0.3,DHEC
CW-236,9/19/2005,1:10:00 PM,mg/L,2.7,0.3,DHEC
CW-231,12/1/2005,1:28:00 PM,mg/L,8.5,0.3,DHEC
CW-145,6/9/2005,10:50:00 AM,mg/L,11,0.3,DHEC
CW-016,6/2/2005,12:25:00 PM,mg/L,6.6,0.3,DHEC
CW-237,2/3/2005,12:20:00 PM,mg/L,4.7,0.3,DHEC
CW-145,9/22/2005,10:46:00 AM,mg/L,7.7,0.3,DHEC
CW-041,9/19/2005,11:40:00 AM,mg/L,4.8,0.3,DHEC
RL-05391,9/7/2005,12:10:00 PM,mg/L,5.1,0.3,DHEC
CW-036,3/9/2005,10:30:00 AM,mg/L,9.6,0.3,DHEC
CW-250,5/12/2005,9:20:00 AM,mg/L,5,0.3,DHEC
CW-041,6/9/2005,11:20:00 AM,mg/L,4.7,0.3,DHEC
CW-231,9/7/2005,12:56:00 PM,mg/L,5.1,0.3,DHEC
CW-083,9/19/2005,11:18:00 AM,mg/L,13,0.3,DHEC
CW-082,8/30/2005,1:15:00 PM,mg/L,24,0.3,DHEC
CW-083,12/7/2005,11:50:00 AM,mg/L,8.4,0.3,DHEC
CW-222,8/11/2005,10:45:00 AM,mg/L,5,0.3,DHEC
CW-225,6/14/2005,2:25:00 PM,mg/L,7,0.3,DHEC
CW-080,8/30/2005,9:35:00 AM,mg/L,6.6,0.3,DHEC
RL-05416,12/1/2005,2:10:00 PM,mg/L,8.8,0.3,DHEC
CW-036,6/9/2005,12:30:00 PM,mg/L,7.4,0.3,DHEC
CW-234,6/2/2005,11:55:00 AM,mg/L,11,0.3,DHEC
CW-079,11/14/2005,10:45:00 AM,mg/L,15,0.3,DHEC
CW-235,3/9/2005,2:55:00 PM,mg/L,9.4,0.3,DHEC
CW-083,6/9/2005,11:55:00 AM,mg/L,5.8,0.3,DHEC
CW-017,9/22/2005,9:39:00 AM,mg/L,11,0.3,DHEC
CW-017,12/7/2005,1:47:00 PM,mg/L,10,0.3,DHEC
CW-166,2/3/2005,9:35:00 AM,mg/L,6.6,0.3,DHEC
CW-017,3/10/2005,3:08:00 PM,mg/L,12,0.3,DHEC
CW-041,12/7/2005,12:07:00 PM,mg/L,3.5,0.3,DHEC
CW-036,12/7/2005,11:31:00 AM,mg/L,5.7,0.3,DHEC
CW-206,5/12/2005,9:45:00 AM,mg/L,5.3,0.3,DHEC
CW-145,12/7/2005,12:22:00 PM,mg/L,11,0.3,DHEC
CW-222,2/24/2005,11:25:00 AM,mg/L,4.2,0.3,DHEC
CW-080,5/26/2005,10:00:00 AM,mg/L,8.1,0.3,DHEC
CW-222,11/9/2005,10:25:00 AM,mg/L,6.5,0.3,DHEC
RL-05416,3/14/2005,10:48:00 AM,mg/L,5.2,0.3,DHEC
CW-016,9/22/2005,11:13:00 AM,mg/L,4,0.3,DHEC
CW-057,3/15/2005,1:48:00 PM,mg/L,4.7,0.3,DHEC
CW-021,2/3/2005,1:25:00 PM,mg/L,5.2,0.3,DHEC
CW-250,8/11/2005,9:25:00 AM,mg/L,9,0.3,DHEC
CW-057,12/14/2005,1:45:00 PM,mg/L,4.4,0.3,DHEC
CW-080,11/14/2005,10:20:00 AM,mg/L,7.4,0.3,DHEC
CW-234,9/22/2005,12:18:00 PM,mg/L,4.9,0.3,DHEC
CW-235,9/22/2005,1:10:00 PM,mg/L,9.6,0.3,DHEC
CL-089,5/26/2005,10:50:00 AM,mg/L,5,0.3,DHEC
CW-014,9/19/2005,10:11:00 AM,mg/L,3.3,0.3,DHEC
CW-057,3/28/2006,1:20:00 PM,mg/L,7.2,0.3,DHEC
CL-089,11/29/2006,10:35:00 AM,mg/L,6.9,0.3,DHEC
CW-083,3/23/2006,12:26:00 PM,mg/L,9.6,0.3,DHEC
CW-036,12/5/2006,11:31:00 AM,mg/L,4.5,0.3,DHEC
CW-206,2/9/2006,10:35:00 AM,mg/L,3.1,0.3,DHEC
RS-06171,9/21/2006,10:45:00 AM,mg/L,5.2,0.3,DHEC
RL-06431,9/27/2006,9:40:00 AM,mg/L,18,0.3,DHEC
CW-250,5/11/2006,9:50:00 AM,mg/L,3.5,0.3,DHEC
CW-225,9/6/2006,2:23:00 PM,mg/L,4.2,0.3,DHEC
CW-079,11/29/2006,10:15:00 AM,mg/L,6.7,0.3,DHEC
CW-016,6/7/2006,9:53:00 AM,mg/L,6.3,0.3,DHEC
CW-231,12/5/2006,11:24:00 AM,mg/L,4.5,0.3,DHEC
CW-017,6/7/2006,12:55:00 PM,mg/L,10,0.3,DHEC
CW-064,3/7/2006,10:38:00 AM,mg/L,8.5,0.3,DHEC
CW-166,11/29/2006,9:15:00 AM,mg/L,8.5,0.3,DHEC
RL-06431,3/30/2006,11:28:00 AM,mg/L,6.6,0.3,DHEC
CW-079,5/25/2006,10:35:00 AM,mg/L,4.5,0.3,DHEC
CW-250,11/30/2006,9:30:00 AM,mg/L,5.6,0.3,DHEC
RS-06176,6/8/2006,12:38:00 PM,mg/L,3.5,0.3,DHEC
CW-237,11/29/2006,11:30:00 AM,mg/L,6.9,0.3,DHEC
CW-036,9/5/2006,11:39:00 AM,mg/L,4.6,0.3,DHEC
CW-016,12/7/2006,9:12:00 AM,mg/L,6.5,0.3,DHEC
CW-017,3/9/2006,9:20:00 AM,mg/L,8.4,0.3,DHEC
CW-080,5/25/2006,10:10:00 AM,mg/L,4.3,0.3,DHEC
CW-233,9/21/2006,11:05:00 AM,mg/L,5,0.3,DHEC
CW-231,9/27/2006,11:04:00 AM,mg/L,4.9,0.3,DHEC
CW-145,3/23/2006,1:12:00 PM,mg/L,5.7,0.3,DHEC
CW-222,5/11/2006,11:15:00 AM,mg/L,7.7,0.3,DHEC
CW-036,6/8/2006,1:25:00 PM,mg/L,6.5,0.3,DHEC
RL-06443,3/30/2006,1:27:00 PM,mg/L,5.9,0.3,DHEC
CW-233,12/7/2006,9:53:00 AM,mg/L,4.2,0.3,DHEC
CW-082,5/25/2006,12:50:00 PM,mg/L,11,0.3,DHEC
CW-057,9/7/2006,2:46:00 PM,mg/L,4.6,0.3,DHEC
RS-06171,12/7/2006,10:11:00 AM,mg/L,3.9,0.3,DHEC
CW-057,6/19/2006,9:17:00 AM,mg/L,7.2,0.3,DHEC
CW-233,6/7/2006,10:48:00 AM,mg/L,4.3,0.3,DHEC
CW-064,9/6/2006,10:02:00 AM,mg/L,7.9,0.3,DHEC
CW-021,11/29/2006,12:10:00 PM,mg/L,8.1,0.3,DHEC
RS-06176,3/23/2006,11:00:00 AM,mg/L,6.2,0.3,DHEC
RL-06429,3/30/2006,1:05:00 PM,mg/L,6.7,0.3,DHEC
RS-06176,12/5/2006,10:48:00 AM,mg/L,3.8,0.3,DHEC
CW-021,2/2/2006,12:50:00 PM,mg/L,5.6,0.3,DHEC
CW-225,6/8/2006,1:59:00 PM,mg/L,4.1,0.3,DHEC
CW-236,3/1/2006,1:04:00 PM,mg/L,3.8,0.3,DHEC
CW-233,3/1/2006,1:28:00 PM,mg/L,4.3,0.3,DHEC
CW-206,11/30/2006,9:55:00 AM,mg/L,7.8,0.3,DHEC
CW-166,5/25/2006,9:45:00 AM,mg/L,5.9,0.3,DHEC
RL-06443,9/27/2006,11:50:00 AM,mg/L,4.6,0.3,DHEC
CW-231,3/29/2006,2:30:00 PM,mg/L,6.4,0.3,DHEC
CW-231,6/6/2006,9:56:00 AM,mg/L,4.5,0.3,DHEC
CW-083,9/5/2006,12:04:00 PM,mg/L,6.8,0.3,DHEC
RL-06431,6/6/2006,10:40:00 AM,mg/L,4.6,0.3,DHEC
CW-036,3/23/2006,11:57:00 AM,mg/L,8.1,0.3,DHEC
CW-017,9/20/2006,3:00:00 PM,mg/L,9.2,0.3,DHEC
CW-041,12/5/2006,12:23:00 PM,mg/L,2.7,0.3,DHEC
CL-089,2/2/2006,11:20:00 AM,mg/L,3.5,0.3,DHEC
CW-083,6/8/2006,1:50:00 PM,mg/L,5.5,0.3,DHEC
RS-06171,3/9/2006,11:24:00 AM,mg/L,6.2,0.3,DHEC
CW-041,3/23/2006,12:50:00 PM,mg/L,4.3,0.3,DHEC
CW-014,6/21/2006,11:52:00 AM,mg/L,2,0.3,DHEC
