Site,Date,BioDataTaxonName,ALGALGROUP,Cells,Cells_Unit,Biovolume,Biovolume_unit
CW-16F,9/27/2017,Chlorella_spp.,Green_Algae,94.27,Cells_per_mL,7747.07,um3_per_mL
CW-16F,9/27/2017,Scenedesmus_spp.,Green_Algae,21.52,Cells_per_mL,537.86,um3_per_mL
CW-16F,9/27/2017,Monoraphidium_spp.,Green_Algae,3.01,Cells_per_mL,62.31,um3_per_mL
CW-16F,9/27/2017,Chroococcus_spp.,Blue-Green_Algae,7.75,Cells_per_mL,58.12,um3_per_mL
CW-16F,9/27/2017,Kirchneriella_spp.,Green_Algae,0.86,Cells_per_mL,3.12,um3_per_mL
CW-16F,9/27/2017,Tetraedron_spp.,Green_Algae,1.29,Cells_per_mL,2,um3_per_mL
CL-089,10/16/2017,Aphanothece_clathrata,Blue-Green_Algae,318.18,Cells_per_mL,204.08,um3_per_mL
CL-089,10/16/2017,Pennate_Diatom_spp._Live,Diatom,272.72,Cells_per_mL,31165.48,um3_per_mL
CL-089,10/16/2017,Centric_Diatom_spp._Live,Diatom,424.24,Cells_per_mL,104435.73,um3_per_mL
CL-089,10/16/2017,Mallomonas_spp.,Yellow-Green_Algae,15.15,Cells_per_mL,6315.41,um3_per_mL
CL-089,10/16/2017,Euglena_spp.,Euglenoids,15.15,Cells_per_mL,10496.6,um3_per_mL
CL-089,10/16/2017,Chlamydomonas_spp.,Green_Algae,439.39,Cells_per_mL,216912.09,um3_per_mL
CL-089,10/16/2017,Micractinium_sp.,Green_Algae,75.76,Cells_per_mL,20309.13,um3_per_mL
CL-089,10/16/2017,Chlorella_spp.,Green_Algae,363.63,Cells_per_mL,12552.39,um3_per_mL
CL-089,10/16/2017,Pseudanabaena_spp.,Blue-green_Algae,5530.25,Cells_per_mL,49988.17,um3_per_mL
CL-089,10/16/2017,Scenedesmus_spp.,Green_Algae,696.96,Cells_per_mL,26437.21,um3_per_mL
CL-089,10/16/2017,Monoraphidium_spp.,Green_Algae,15.15,Cells_per_mL,224.34,um3_per_mL
CL-089,10/16/2017,Euastrum_spp.,Green_Algae,15.15,Cells_per_mL,36023.8,um3_per_mL
CL-089,10/16/2017,Merismopedia_spp.,Blue-Green_Algae,4363.59,Cells_per_mL,4455.55,um3_per_mL
CL-089,10/16/2017,Golenkinia_spp.,Green_Algae,15.15,Cells_per_mL,4136.17,um3_per_mL
CL-089,10/16/2017,Aphanocapsa_spp.,Blue-Green_Algae,6712.05,Cells_per_mL,3915.16,um3_per_mL
CL-089,10/16/2017,Treubaria_spp.,Green_Algae,30.3,Cells_per_mL,10923.31,um3_per_mL
CL-089,10/16/2017,Coelastrum_spp.,Green_Algae,121.21,Cells_per_mL,7144.83,um3_per_mL
CL-089,10/16/2017,Chroococcus_spp.,Blue-Green_Algae,1939.37,Cells_per_mL,19698.7,um3_per_mL
CL-089,10/16/2017,Kirchneriella_spp.,Green_Algae,121.21,Cells_per_mL,1402.28,um3_per_mL
CL-089,10/16/2017,Cylindrospermopsis_spp.,Blue-Green_Algae,1515.14,Cells_per_mL,51081.2,um3_per_mL
CL-089,10/16/2017,Dactylococcopsis_spp.,Blue-Green_Algae,818.17,Cells_per_mL,5598.12,um3_per_mL
CW-207A,10/16/2017,Pennate_Diatom_spp._Live,Diatom,207.86,Cells_per_mL,25332.26,um3_per_mL
CW-207A,10/16/2017,Centric_Diatom_spp._Live,Diatom,457.29,Cells_per_mL,171865.5,um3_per_mL
CW-207A,10/16/2017,Cryptomonas_spp.,Green_Algae,124.72,Cells_per_mL,25539.87,um3_per_mL
CW-207A,10/16/2017,Chlamydomonas_spp.,Green_Algae,124.72,Cells_per_mL,58446.73,um3_per_mL
CW-207A,10/16/2017,Chlorella_spp.,Green_Algae,956.15,Cells_per_mL,78579.74,um3_per_mL
CW-207A,10/16/2017,Scenedesmus_spp.,Green_Algae,1371.87,Cells_per_mL,34284.58,um3_per_mL
CW-207A,10/16/2017,Monoraphidium_spp.,Green_Algae,540.43,Cells_per_mL,11175.75,um3_per_mL
CW-207A,10/16/2017,Planktolyngbya_sp.,Blue-Green_Algae,748.29,Cells_per_mL,3673.18,um3_per_mL
CW-207A,10/16/2017,Merismopedia_spp.,Blue-Green_Algae,15298.41,Cells_per_mL,10874.6,um3_per_mL
CW-207A,10/16/2017,Chroococcus_spp.,Blue-Green_Algae,21700.46,Cells_per_mL,162788.58,um3_per_mL
CW-207A,10/16/2017,Kirchneriella_spp.,Green_Algae,665.15,Cells_per_mL,5372.37,um3_per_mL
CW-207A,10/16/2017,Pediastrum_spp.,Green_Algae,1330.3,Cells_per_mL,31206,um3_per_mL
CW-207A,10/16/2017,Cylindrospermopsis_spp.,Blue-Green_Algae,498.86,Cells_per_mL,16818.57,um3_per_mL
CW-207A,10/16/2017,Romeria_spp.,Blue-Green_Algae,83.14,Cells_per_mL,255.75,um3_per_mL
CW-207A,10/16/2017,Pseudanabaena_spp.,Blue-Green_Algae,15880.41,Cells_per_mL,173231.59,um3_per_mL
CW-207A,10/16/2017,Actinastrum_spp.,Green_Algae,332.57,Cells_per_mL,9555.45,um3_per_mL
CW-207A,10/16/2017,Dactylococcopsis_spp.,Blue-Green_Algae,3076.31,Cells_per_mL,21048.78,um3_per_mL
CW-057,10/17/2017,Komvophoron_sp.,Blue-Green_Algae,172.17,Cells_per_mL,19040.86,um3_per_mL
CW-057,10/17/2017,Aphanothece_clathrata,Blue-Green_Algae,4519.58,Cells_per_mL,2898.91,um3_per_mL
CW-057,10/17/2017,Pennate_Diatom_spp._Live,Diatom,731.74,Cells_per_mL,83619.5,um3_per_mL
CW-057,10/17/2017,Centric_Diatom_spp._Live,Diatom,4820.89,Cells_per_mL,1186769.64,um3_per_mL
CW-057,10/17/2017,Chlamydomonas_spp.,Green_Algae,731.74,Cells_per_mL,361236.83,um3_per_mL
CW-057,10/17/2017,Micractinium_sp.,Green_Algae,774.79,Cells_per_mL,207706.98,um3_per_mL
CW-057,10/17/2017,Chlorella_spp.,Green_Algae,1592.61,Cells_per_mL,54976.15,um3_per_mL
CW-057,10/17/2017,Pseudanabaena_spp.,Blue-green_Algae,344.35,Cells_per_mL,3112.59,um3_per_mL
CW-057,10/17/2017,Scenedesmus_spp.,Green_Algae,3271.32,Cells_per_mL,124087.7,um3_per_mL
CW-057,10/17/2017,Monoraphidium_spp.,Green_Algae,301.31,Cells_per_mL,4461.37,um3_per_mL
CW-057,10/17/2017,Merismopedia_spp.,Blue-Green_Algae,126677.43,Cells_per_mL,129346.94,um3_per_mL
CW-057,10/17/2017,Aphanocapsa_spp.,Blue-Green_Algae,7747.85,Cells_per_mL,4519.35,um3_per_mL
CW-057,10/17/2017,Chroococcus_spp.,Blue-Green_Algae,2410.44,Cells_per_mL,24483.47,um3_per_mL
CW-057,10/17/2017,Kirchneriella_spp.,Green_Algae,43.04,Cells_per_mL,497.97,um3_per_mL
CW-057,10/17/2017,Tetraedron_spp.,Green_Algae,43.04,Cells_per_mL,78.53,um3_per_mL
CW-057,10/17/2017,Romeria_spp.,Blue-Green_Algae,1033.05,Cells_per_mL,3177.71,um3_per_mL
CW-057,10/17/2017,Dactylococcopsis_spp.,Blue-Green_Algae,344.35,Cells_per_mL,2356.11,um3_per_mL
CW-16F,10/18/2017,Oocystis_spp.,Green_Algae,20,Cells_per_mL,4249.14,um3_per_mL
CW-16F,10/18/2017,Pennate_Diatom_spp._Live,Diatom,50,Cells_per_mL,6093.56,um3_per_mL
CW-16F,10/18/2017,Centric_Diatom_spp._Live,Diatom,30,Cells_per_mL,11274.95,um3_per_mL
CW-16F,10/18/2017,Cryptomonas_spp.,Green_Algae,10,Cells_per_mL,2047.83,um3_per_mL
CW-16F,10/18/2017,Chlamydomonas_spp.,Green_Algae,5,Cells_per_mL,2343.18,um3_per_mL
CW-16F,10/18/2017,Chlorella_spp.,Green_Algae,5,Cells_per_mL,410.91,um3_per_mL
CW-16F,10/18/2017,Scenedesmus_spp.,Green_Algae,200,Cells_per_mL,4998.18,um3_per_mL
CW-16F,10/18/2017,Merismopedia_spp.,Blue-Green_Algae,40,Cells_per_mL,28.43,um3_per_mL
CW-16F,10/18/2017,Chroococcus_spp.,Blue-Green_Algae,20,Cells_per_mL,150.03,um3_per_mL
CW-16F,10/18/2017,Kirchneriella_spp.,Green_Algae,5,Cells_per_mL,40.38,um3_per_mL
CW-16F,10/18/2017,Crucigeniella_spp.,Green_Algae,20,Cells_per_mL,197.19,um3_per_mL
CW-16F,10/18/2017,Pseudanabaena_spp.,Blue-Green_Algae,40,Cells_per_mL,436.34,um3_per_mL
CW-16F,10/18/2017,Dactylococcopsis_spp.,Blue-Green_Algae,45,Cells_per_mL,307.9,um3_per_mL
