StationID,ActivityStartDate,ActivityStartTime/Time,NitrateNitrite_units,NitrateNitrite,Depth_m,Source
CW-206,11/12/2002,11:20:00 AM,mg/L,0.26,0.3,DHEC
CW-222,1/31/2002,10:45:00 AM,mg/L,0.43,0.3,DHEC
CW-175,11/12/2002,10:55:00 AM,mg/L,0.071,0.3,DHEC
CW-225,8/7/2002,11:30:00 AM,mg/L,6.3,0.3,DHEC
CW-016F,7/31/2002,11:30:00 AM,mg/L,0.25,0.3,DHEC
CW-016F,2/28/2002,11:30:00 AM,mg/L,1.1,0.3,DHEC
CW-166,10/16/2002,11:05:00 AM,mg/L,0.56,0.3,DHEC
CW-185,12/10/2002,12:30:00 PM,mg/L,0.18,0.3,DHEC
CW-131,12/10/2002,11:00:00 AM,mg/L,0.32,0.3,DHEC
CW-021,5/29/2002,11:00:00 AM,mg/L,0.075,0.3,DHEC
CW-011,11/20/2002,2:10:00 PM,mg/L,0.16,0.3,DHEC
CW-041,12/12/2002,3:20:00 PM,mg/L,1,0.3,DHEC
CW-224,3/27/2002,10:30:00 AM,mg/L,0.27,0.3,DHEC
CW-013,5/29/2002,11:50:00 AM,mg/L,10,0.3,DHEC
CW-174,11/12/2002,10:45:00 AM,mg/L,0.92,0.3,DHEC
CW-250,7/10/2002,10:25:00 AM,mg/L,0.037,0.3,DHEC
CW-221,12/12/2002,2:50:00 PM,mg/L,0.33,0.3,DHEC
CW-224,11/12/2002,12:20:00 PM,mg/L,0.19,0.3,DHEC
CW-036,4/30/2002,10:50:00 AM,mg/L,8.8,0.3,DHEC
CW-013,7/25/2002,11:35:00 AM,mg/L,3.2,0.3,DHEC
CW-008,4/2/2002,1:30:00 PM,mg/L,0.12,0.3,DHEC
CW-224,4/3/2002,10:45:00 AM,mg/L,0.31,0.3,DHEC
CW-019,5/22/2002,2:35:00 PM,mg/L,0.17,0.3,DHEC
CW-221,3/28/2002,1:40:00 PM,mg/L,0.25,0.3,DHEC
CW-174,3/13/2002,11:00:00 AM,mg/L,0.82,0.3,DHEC
CW-083,2/27/2002,1:00:00 PM,mg/L,7.3,0.3,DHEC
CW-040,9/25/2002,12:45:00 PM,mg/L,0.12,0.3,DHEC
CW-176,8/20/2002,12:45:00 PM,mg/L,0.48,0.3,DHEC
CW-175,9/3/2002,10:20:00 AM,mg/L,0.36,0.3,DHEC
CW-166,11/12/2002,12:25:00 PM,mg/L,0.38,0.3,DHEC
CW-208,3/14/2002,12:00:00 PM,mg/L,0.38,0.3,DHEC
CL-078,3/7/2002,2:30:00 PM,mg/L,0.24,0.3,DHEC
CW-236,8/5/2002,11:55:00 AM,mg/L,0.05,0.3,DHEC
CW-250,6/5/2002,8:40:00 AM,mg/L,0.02,0.3,DHEC
CW-233,8/5/2002,12:20:00 PM,mg/L,0.066,0.3,DHEC
CW-221,10/17/2002,2:30:00 PM,mg/L,0.34,0.3,DHEC
CW-016,1/31/2002,10:50:00 AM,mg/L,1.1,0.3,DHEC
CW-009,2/20/2002,12:20:00 PM,mg/L,0.026,0.3,DHEC
CW-080,10/16/2002,12:25:00 PM,mg/L,0.039,0.3,DHEC
CW-047,11/20/2002,10:25:00 AM,mg/L,0.13,0.3,DHEC
CW-174,2/5/2002,10:45:00 AM,mg/L,0.65,0.3,DHEC
CW-225,12/11/2002,11:15:00 AM,mg/L,0.91,0.3,DHEC
CW-009,5/29/2002,1:15:00 PM,mg/L,0.075,0.3,DHEC
CW-005,3/27/2002,12:10:00 PM,mg/L,0.32,0.3,DHEC
CW-002,5/1/2002,1:30:00 PM,mg/L,0.42,0.3,DHEC
CW-154,5/22/2002,1:45:00 PM,mg/L,0.31,0.3,DHEC
CW-033,10/31/2002,12:20:00 PM,mg/L,0.88,0.3,DHEC
CW-206,5/15/2002,12:30:00 PM,mg/L,0.32,0.3,DHEC
CW-131,7/1/2002,11:05:00 AM,mg/L,0.22,0.3,DHEC
CL-089,1/10/2002,9:40:00 AM,mg/L,0.3,0.3,DHEC
CW-185,4/29/2002,12:00:00 AM,mg/L,0.038,0.3,DHEC
CL-089,2/14/2002,10:15:00 AM,mg/L,0.68,0.3,DHEC
CW-176,2/27/2002,12:45:00 PM,mg/L,0.08,0.3,DHEC
CW-019,6/12/2002,2:35:00 PM,mg/L,0.15,0.3,DHEC
CW-209,4/4/2002,11:35:00 AM,mg/L,0.32,0.3,DHEC
CW-154,4/10/2002,1:00:00 PM,mg/L,0.17,0.3,DHEC
CW-237,7/18/2002,9:00:00 AM,mg/L,0.11,0.3,DHEC
CW-064,10/9/2002,1:45:00 PM,mg/L,13,0.3,DHEC
CW-231,6/13/2002,12:55:00 PM,mg/L,0.22,0.3,DHEC
CW-227,2/27/2002,1:30:00 PM,mg/L,0.31,0.3,DHEC
CW-013,10/8/2002,12:50:00 PM,mg/L,11,0.3,DHEC
CW-016,10/31/2002,10:35:00 AM,mg/L,1,0.3,DHEC
CW-014,5/29/2002,2:35:00 PM,mg/L,5.8,0.3,DHEC
CW-009,6/26/2002,1:20:00 PM,mg/L,0.091,0.3,DHEC
CW-207,12/17/2002,10:45:00 AM,mg/L,0.54,0.3,DHEC
CW-174,7/2/2002,10:55:00 AM,mg/L,0.26,0.3,DHEC
CW-019,10/15/2002,1:55:00 PM,mg/L,0.26,0.3,DHEC
CW-047,12/10/2002,11:10:00 AM,mg/L,0.14,0.3,DHEC
CW-236,6/4/2002,11:00:00 AM,mg/L,0.19,0.3,DHEC
CW-233,3/13/2002,11:30:00 AM,mg/L,0.072,0.3,DHEC
CW-240,2/13/2002,11:15:00 AM,mg/L,0.084,0.3,DHEC
CW-166,2/19/2002,9:30:00 AM,mg/L,0.51,0.3,DHEC
CW-208,4/4/2002,10:55:00 AM,mg/L,0.34,0.3,DHEC
CW-231,2/28/2002,12:35:00 PM,mg/L,0.55,0.3,DHEC
CW-236,7/2/2002,11:20:00 AM,mg/L,0.025,0.3,DHEC
CW-174,10/1/2002,11:00:00 AM,mg/L,0.72,0.3,DHEC
CL-078,10/10/2002,2:40:00 PM,mg/L,0.035,0.3,DHEC
CW-207,4/4/2002,11:25:00 AM,mg/L,0.36,0.3,DHEC
CW-131,6/25/2002,11:45:00 AM,mg/L,0.14,0.3,DHEC
CW-154,8/27/2002,11:20:00 AM,mg/L,0.096,0.3,DHEC
CW-224,12/11/2002,10:50:00 AM,mg/L,0.53,0.3,DHEC
CW-236,4/2/2002,12:15:00 PM,mg/L,0.046,0.3,DHEC
CW-203,7/25/2002,1:20:00 PM,mg/L,0.13,0.3,DHEC
CW-080,6/17/2002,10:55:00 AM,mg/L,0.12,0.3,DHEC
CL-078,12/10/2002,8:15:00 AM,mg/L,0.2,0.3,DHEC
CW-208,12/17/2002,9:55:00 AM,mg/L,0.54,0.3,DHEC
CW-208,1/10/2002,11:15:00 AM,mg/L,0.68,0.3,DHEC
CW-033,2/28/2002,12:50:00 PM,mg/L,0.83,0.3,DHEC
CW-016,11/21/2002,10:50:00 AM,mg/L,0.53,0.3,DHEC
CW-145,9/19/2002,1:20:00 PM,mg/L,0.2,0.3,DHEC
CW-011,3/27/2002,1:45:00 PM,mg/L,0.13,0.3,DHEC
CW-033,11/21/2002,1:05:00 PM,mg/L,0.52,0.3,DHEC
CW-016F,5/30/2002,10:45:00 AM,mg/L,0.82,0.3,DHEC
RL-02314,1/10/2002,10:55:00 AM,mg/L,0.56,0.3,DHEC
CW-231,10/31/2002,12:10:00 PM,mg/L,0.44,0.3,DHEC
CW-072,9/25/2002,12:20:00 PM,mg/L,0.03,0.3,DHEC
CW-006,6/5/2002,11:45:00 AM,mg/L,0.29,0.3,DHEC
CW-225,5/28/2002,10:35:00 AM,mg/L,2.2,0.3,DHEC
CW-151,2/27/2002,11:20:00 AM,mg/L,0.11,0.3,DHEC
CL-089,4/4/2002,11:55:00 AM,mg/L,0.29,0.3,DHEC
CW-057,2/28/2002,11:45:00 AM,mg/L,0.93,0.3,DHEC
CW-057,1/31/2002,11:20:00 AM,mg/L,0.55,0.3,DHEC
CL-078,7/18/2002,2:30:00 PM,mg/L,0.022,0.3,DHEC
CW-047,3/25/2002,11:05:00 AM,mg/L,0.034,0.3,DHEC
CW-006,9/17/2002,10:30:00 AM,mg/L,0.22,0.3,DHEC
CW-088,7/17/2002,2:10:00 PM,mg/L,0.051,0.3,DHEC
CW-234,3/13/2002,12:00:00 PM,mg/L,0.41,0.3,DHEC
CW-154,2/26/2002,1:00:00 PM,mg/L,0.32,0.3,DHEC
CW-145,3/25/2002,2:25:00 PM,mg/L,7.6,0.3,DHEC
CW-206,7/10/2002,8:55:00 AM,mg/L,0.28,0.3,DHEC
CW-222,4/29/2002,10:10:00 AM,mg/L,0.37,0.3,DHEC
CW-013,2/20/2002,10:40:00 AM,mg/L,9,0.3,DHEC
CW-212,3/27/2002,12:40:00 PM,mg/L,0.12,0.3,DHEC
CW-233,4/2/2002,12:40:00 PM,mg/L,0.098,0.3,DHEC
CW-064,1/16/2002,10:35:00 AM,mg/L,13,0.3,DHEC
CW-224,9/17/2002,9:50:00 AM,mg/L,0.73,0.3,DHEC
CW-002,11/7/2002,10:15:00 AM,mg/L,0.74,0.3,DHEC
CW-223,10/15/2002,1:00:00 PM,mg/L,0.054,0.3,DHEC
CW-064,11/20/2002,12:15:00 PM,mg/L,6.7,0.3,DHEC
CW-009,9/25/2002,12:30:00 PM,mg/L,0.068,0.3,DHEC
CW-079,7/18/2002,9:45:00 AM,mg/L,0.16,0.3,DHEC
CW-096,9/17/2002,10:05:00 AM,mg/L,0.17,0.3,DHEC
CW-016,7/31/2002,11:15:00 AM,mg/L,0.77,0.3,DHEC
CW-234,1/8/2002,1:00:00 PM,mg/L,0.14,0.3,DHEC
CW-041,8/29/2002,2:00:00 PM,mg/L,1.2,0.3,DHEC
CW-227,10/16/2002,2:45:00 PM,mg/L,0.072,0.3,DHEC
CW-166,4/8/2002,11:40:00 AM,mg/L,0.52,0.3,DHEC
CW-036,6/26/2002,11:10:00 AM,mg/L,9.9,0.3,DHEC
CW-223,1/29/2002,1:00:00 PM,mg/L,0.14,0.3,DHEC
CW-236,10/1/2002,11:25:00 AM,mg/L,0.098,0.3,DHEC
CW-057,9/30/2002,10:30:00 AM,mg/L,0.73,0.3,DHEC
RL-02452,2/28/2002,1:30:00 PM,mg/L,0.72,0.3,DHEC
CW-224,10/23/2002,9:50:00 AM,mg/L,1.1,0.3,DHEC
CW-154,8/19/2002,2:00:00 PM,mg/L,0.16,0.3,DHEC
CW-009,8/21/2002,1:00:00 PM,mg/L,0.13,0.3,DHEC
CW-080,3/19/2002,12:45:00 PM,mg/L,0.12,0.3,DHEC
CW-206,6/5/2002,9:20:00 AM,mg/L,0.24,0.3,DHEC
CW-079,9/3/2002,1:00:00 PM,mg/L,0.037,0.3,DHEC
CW-175,4/2/2002,11:30:00 AM,mg/L,0.047,0.3,DHEC
CW-175,1/8/2002,11:15:00 AM,mg/L,0.4,0.3,DHEC
CW-154,11/18/2002,1:45:00 PM,mg/L,0.097,0.3,DHEC
CW-014,10/9/2002,12:50:00 PM,mg/L,0.14,0.3,DHEC
RL-02319,11/21/2002,1:40:00 PM,mg/L,0.58,0.3,DHEC
CW-231,11/21/2002,12:55:00 PM,mg/L,0.059,0.3,DHEC
CW-131,5/8/2002,10:30:00 AM,mg/L,0.32,0.3,DHEC
CW-096,12/11/2002,11:05:00 AM,mg/L,0.3,0.3,DHEC
CW-231,4/25/2002,12:45:00 PM,mg/L,0.48,0.3,DHEC
CW-207,11/14/2002,11:00:00 AM,mg/L,0.71,0.3,DHEC
CW-011,9/25/2002,1:45:00 PM,mg/L,0.091,0.3,DHEC
CW-006,11/12/2002,12:50:00 PM,mg/L,0.2,0.3,DHEC
CW-155,2/26/2002,1:15:00 PM,mg/L,0.13,0.3,DHEC
CW-223,6/12/2002,1:25:00 PM,mg/L,0.042,0.3,DHEC
CW-013,11/20/2002,12:00:00 PM,mg/L,19,0.3,DHEC
CW-096,11/12/2002,12:30:00 PM,mg/L,0.12,0.3,DHEC
CW-234,11/12/2002,11:45:00 AM,mg/L,0.088,0.3,DHEC
CW-088,3/5/2002,2:20:00 PM,mg/L,1.1,0.3,DHEC
CW-041,3/28/2002,2:15:00 PM,mg/L,0.98,0.3,DHEC
CW-014,3/27/2002,2:15:00 PM,mg/L,0.28,0.3,DHEC
CW-008,5/1/2002,1:00:00 PM,mg/L,0.19,0.3,DHEC
CW-154,9/26/2002,1:05:00 PM,mg/L,0.14,0.3,DHEC
CW-236,3/13/2002,11:15:00 AM,mg/L,0.072,0.3,DHEC
CW-145,7/1/2002,2:25:00 PM,mg/L,0.18,0.3,DHEC
CW-155,4/10/2002,1:15:00 PM,mg/L,0.12,0.3,DHEC
CL-089,10/23/2002,11:20:00 AM,mg/L,0.24,0.3,DHEC
CW-175,7/2/2002,10:30:00 AM,mg/L,0.28,0.3,DHEC
CW-064,7/25/2002,11:50:00 AM,mg/L,6.2,0.3,DHEC
CW-016,9/30/2002,10:10:00 AM,mg/L,1.1,0.3,DHEC
CW-064,3/27/2002,11:45:00 AM,mg/L,5.4,0.3,DHEC
CW-175,8/5/2002,11:00:00 AM,mg/L,0.28,0.3,DHEC
CW-005,1/23/2002,11:20:00 AM,mg/L,0.49,0.3,DHEC
CW-232,1/22/2002,10:20:00 AM,mg/L,0.27,0.3,DHEC
CW-222,9/19/2002,12:15:00 PM,mg/L,0.39,0.3,DHEC
CW-232,11/19/2002,10:15:00 AM,mg/L,0.11,0.3,DHEC
CW-080,11/26/2002,12:45:00 PM,mg/L,0.042,0.3,DHEC
CW-008,1/8/2002,1:30:00 PM,mg/L,0.39,0.3,DHEC
CW-019,12/16/2002,1:50:00 PM,mg/L,0.54,0.3,DHEC
CW-236,12/5/2002,1:55:00 PM,mg/L,0.3,0.3,DHEC
CW-154,7/22/2002,1:00:00 PM,mg/L,0.32,0.3,DHEC
CW-036,5/29/2002,11:35:00 AM,mg/L,8.6,0.3,DHEC
CW-207,1/10/2002,10:40:00 AM,mg/L,0.58,0.3,DHEC
CW-131,11/19/2002,10:30:00 AM,mg/L,0.3,0.3,DHEC
CW-240,12/18/2002,9:30:00 AM,mg/L,0.085,0.3,DHEC
CW-212,1/23/2002,11:40:00 AM,mg/L,0.48,0.3,DHEC
CW-006,8/7/2002,11:45:00 AM,mg/L,0.13,0.3,DHEC
CW-002,1/8/2002,1:50:00 PM,mg/L,0.71,0.3,DHEC
RS-02321,9/25/2002,1:15:00 PM,mg/L,0.12,0.3,DHEC
CW-021,1/23/2002,9:05:00 AM,mg/L,0.18,0.3,DHEC
RL-02319,2/28/2002,1:10:00 PM,mg/L,0.71,0.3,DHEC
CW-174,1/10/2002,1:50:00 PM,mg/L,1,0.3,DHEC
CW-057,4/25/2002,11:25:00 AM,mg/L,0.36,0.3,DHEC
CL-089,11/14/2002,11:45:00 AM,mg/L,0.38,0.3,DHEC
CW-235,1/8/2002,10:50:00 AM,mg/L,0.077,0.3,DHEC
RS-02321,7/29/2002,10:35:00 AM,mg/L,0.059,0.3,DHEC
CW-206,2/13/2002,11:45:00 AM,mg/L,0.57,0.3,DHEC
CW-016F,11/21/2002,11:05:00 AM,mg/L,0.83,0.3,DHEC
CW-222,3/28/2002,10:45:00 AM,mg/L,0.5,0.3,DHEC
CW-064,5/29/2002,12:00:00 PM,mg/L,0.09,0.3,DHEC
CW-019,1/29/2002,2:00:00 PM,mg/L,0.095,0.3,DHEC
CW-155,11/18/2002,1:55:00 PM,mg/L,0.075,0.3,DHEC
CW-041,10/17/2002,3:00:00 PM,mg/L,0.76,0.3,DHEC
CW-225,2/25/2002,10:40:00 AM,mg/L,1.5,0.3,DHEC
CW-155,7/22/2002,1:20:00 PM,mg/L,0.11,0.3,DHEC
CW-236,2/5/2002,11:15:00 AM,mg/L,0.12,0.3,DHEC
CW-250,12/18/2002,9:15:00 AM,mg/L,0.085,0.3,DHEC
CW-017,2/27/2002,10:00:00 AM,mg/L,0.027,0.3,DHEC
CW-224,8/7/2002,11:00:00 AM,mg/L,0.4,0.3,DHEC
CW-011,6/26/2002,1:55:00 PM,mg/L,0.13,0.3,DHEC
RS-02321,10/24/2002,10:20:00 AM,mg/L,0.12,0.3,DHEC
CL-021,3/21/2002,9:55:00 AM,mg/L,0.042,0.3,DHEC
RL-02452,11/21/2002,1:25:00 PM,mg/L,0.68,0.3,DHEC
CW-212,2/25/2002,11:40:00 AM,mg/L,0.036,0.3,DHEC
CW-019,9/26/2002,1:40:00 PM,mg/L,0.24,0.3,DHEC
CW-029,3/20/2002,10:30:00 AM,mg/L,0.12,0.3,DHEC
RL-02319,7/31/2002,1:40:00 PM,mg/L,0.028,0.3,DHEC
CW-174,4/2/2002,11:50:00 AM,mg/L,0.55,0.3,DHEC
CW-008,2/13/2002,2:00:00 PM,mg/L,1.2,0.3,DHEC
CW-021,6/17/2002,10:05:00 AM,mg/L,0.073,0.3,DHEC
CW-212,4/3/2002,12:30:00 PM,mg/L,0.14,0.3,DHEC
CW-229,5/28/2002,1:00:00 PM,mg/L,0.17,0.3,DHEC
CW-221,5/23/2002,12:40:00 PM,mg/L,0.073,0.3,DHEC
CW-080,9/3/2002,10:50:00 AM,mg/L,0.096,0.3,DHEC
CW-019,3/25/2002,2:45:00 PM,mg/L,0.44,0.3,DHEC
CW-013,9/25/2002,10:55:00 AM,mg/L,9.8,0.3,DHEC
CW-033,1/31/2002,1:00:00 PM,mg/L,0.64,0.3,DHEC
CW-002,10/1/2002,12:55:00 PM,mg/L,3.1,0.3,DHEC
CW-222,11/25/2002,11:10:00 AM,mg/L,0.55,0.3,DHEC
CW-016F,1/31/2002,11:05:00 AM,mg/L,0.86,0.3,DHEC
CW-222,5/30/2002,10:35:00 AM,mg/L,0.28,0.3,DHEC
CW-083,9/19/2002,1:05:00 PM,mg/L,0.36,0.3,DHEC
CW-227,4/29/2002,2:10:00 PM,mg/L,0.1,0.3,DHEC
CW-083,8/20/2002,1:25:00 PM,mg/L,0.08,0.3,DHEC
CW-227,5/8/2002,2:20:00 PM,mg/L,0.13,0.3,DHEC
CW-175,10/1/2002,11:10:00 AM,mg/L,0.069,0.3,DHEC
CW-233,9/3/2002,10:55:00 AM,mg/L,0.32,0.3,DHEC
CW-016F,10/31/2002,10:50:00 AM,mg/L,1,0.3,DHEC
CW-228,4/30/2002,12:00:00 PM,mg/L,0.036,0.3,DHEC
CW-017,9/19/2002,9:35:00 AM,mg/L,0.16,0.3,DHEC
CW-237,6/17/2002,10:30:00 AM,mg/L,0.1,0.3,DHEC
CW-203,3/27/2002,1:30:00 PM,mg/L,0.098,0.3,DHEC
CW-033,5/30/2002,1:15:00 PM,mg/L,0.45,0.3,DHEC
CW-017,12/10/2002,10:30:00 AM,mg/L,0.19,0.3,DHEC
CL-078,1/17/2002,2:20:00 PM,mg/L,0.18,0.3,DHEC
CW-019,4/10/2002,2:10:00 PM,mg/L,0.4,0.3,DHEC
CW-234,5/1/2002,12:40:00 PM,mg/L,0.16,0.3,DHEC
CW-225,4/3/2002,11:20:00 AM,mg/L,0.36,0.3,DHEC
CW-005,7/10/2002,11:25:00 AM,mg/L,0.17,0.3,DHEC
CW-009,7/25/2002,1:05:00 PM,mg/L,0.37,0.3,DHEC
CW-096,8/7/2002,11:15:00 AM,mg/L,0.03,0.3,DHEC
CW-207,3/14/2002,11:20:00 AM,mg/L,0.5,0.3,DHEC
CW-209,11/14/2002,11:20:00 AM,mg/L,0.41,0.3,DHEC
CW-096,4/3/2002,11:00:00 AM,mg/L,0.098,0.3,DHEC
CW-155,12/16/2002,1:20:00 PM,mg/L,0.31,0.3,DHEC
CW-207,5/2/2002,1:05:00 PM,mg/L,0.11,0.3,DHEC
CW-064,4/30/2002,11:10:00 AM,mg/L,15,0.3,DHEC
CW-014,2/20/2002,1:00:00 PM,mg/L,0.26,0.3,DHEC
CW-206,9/18/2002,9:00:00 AM,mg/L,0.18,0.3,DHEC
CW-224,6/5/2002,10:55:00 AM,mg/L,1.2,0.3,DHEC
CW-014,4/30/2002,1:40:00 PM,mg/L,0.21,0.3,DHEC
CW-072,2/20/2002,12:35:00 PM,mg/L,0.028,0.3,DHEC
CW-017,11/19/2002,10:05:00 AM,mg/L,0.18,0.3,DHEC
CW-009,1/16/2002,11:45:00 AM,mg/L,0.048,0.3,DHEC
CW-016F,4/25/2002,11:10:00 AM,mg/L,0.78,0.3,DHEC
CW-019,7/22/2002,1:45:00 PM,mg/L,0.26,0.3,DHEC
CW-002,2/5/2002,1:25:00 PM,mg/L,3.4,0.3,DHEC
CW-235,12/5/2002,12:40:00 PM,mg/L,0.044,0.3,DHEC
CW-016F,8/22/2002,11:30:00 AM,mg/L,0.6,0.3,DHEC
CW-080,5/23/2002,12:35:00 PM,mg/L,0.097,0.3,DHEC
CW-011,5/29/2002,2:00:00 PM,mg/L,0.16,0.3,DHEC
CW-207,2/14/2002,11:15:00 AM,mg/L,0.62,0.3,DHEC
CW-009,4/30/2002,12:30:00 PM,mg/L,0.069,0.3,DHEC
CW-206,4/9/2002,11:10:00 AM,mg/L,0.35,0.3,DHEC
CW-145,5/8/2002,2:00:00 PM,mg/L,0.14,0.3,DHEC
CW-064,9/25/2002,11:15:00 AM,mg/L,12,0.3,DHEC
CW-208,11/14/2002,10:20:00 AM,mg/L,0.47,0.3,DHEC
CW-014,9/25/2002,2:05:00 PM,mg/L,0.075,0.3,DHEC
CW-212,12/11/2002,1:20:00 PM,mg/L,0.44,0.3,DHEC
CW-151,10/16/2002,11:20:00 AM,mg/L,0.099,0.3,DHEC
CW-209,12/17/2002,11:10:00 AM,mg/L,0.7,0.3,DHEC
CW-088,8/28/2002,10:10:00 AM,mg/L,0.71,0.3,DHEC
CW-207,7/2/2002,11:10:00 AM,mg/L,0.026,0.3,DHEC
CW-016F,6/13/2002,11:05:00 AM,mg/L,0.38,0.3,DHEC
CW-096,7/10/2002,10:20:00 AM,mg/L,0.22,0.3,DHEC
CW-185,5/8/2002,12:30:00 PM,mg/L,0.091,0.3,DHEC
CW-006,2/25/2002,11:00:00 AM,mg/L,0.27,0.3,DHEC
CW-175,6/4/2002,10:45:00 AM,mg/L,0.47,0.3,DHEC
CW-232,9/19/2002,9:50:00 AM,mg/L,0.075,0.3,DHEC
CW-175,2/5/2002,11:00:00 AM,mg/L,0.1,0.3,DHEC
CW-083,12/10/2002,2:20:00 PM,mg/L,0.35,0.3,DHEC
CW-041,4/18/2002,2:00:00 PM,mg/L,1.1,0.3,DHEC
CW-222,2/28/2002,11:15:00 AM,mg/L,0.67,0.3,DHEC
CW-008,11/7/2002,2:15:00 PM,mg/L,0.27,0.3,DHEC
CW-224,5/28/2002,10:20:00 AM,mg/L,0.14,0.3,DHEC
CW-224,2/25/2002,10:00:00 AM,mg/L,0.69,0.3,DHEC
CW-002,4/2/2002,2:00:00 PM,mg/L,0.18,0.3,DHEC
CW-016,5/30/2002,10:35:00 AM,mg/L,0.96,0.3,DHEC
CW-221,11/14/2002,2:30:00 PM,mg/L,0.97,0.3,DHEC
CW-036,2/20/2002,10:20:00 AM,mg/L,8.3,0.3,DHEC
CW-033,12/17/2002,12:40:00 PM,mg/L,0.4,0.3,DHEC
CW-225,6/5/2002,11:30:00 AM,mg/L,2.6,0.3,DHEC
CW-232,12/10/2002,10:40:00 AM,mg/L,0.041,0.3,DHEC
CW-033,3/14/2002,12:45:00 PM,mg/L,0.68,0.3,DHEC
CW-225,7/10/2002,10:50:00 AM,mg/L,1.9,0.3,DHEC
CW-231,5/30/2002,1:10:00 PM,mg/L,0.23,0.3,DHEC
CW-096,2/25/2002,10:20:00 AM,mg/L,0.07,0.3,DHEC
CW-057,3/14/2002,11:25:00 AM,mg/L,0.9,0.3,DHEC
CW-174,9/3/2002,10:05:00 AM,mg/L,0.77,0.3,DHEC
CW-021,8/13/2002,10:45:00 AM,mg/L,0.054,0.3,DHEC
CW-145,10/16/2002,2:20:00 PM,mg/L,0.19,0.3,DHEC
CW-206,12/16/2002,12:00:00 PM,mg/L,0.53,0.3,DHEC
CW-047,4/29/2002,12:00:00 AM,mg/L,0.068,0.3,DHEC
CW-006,5/28/2002,11:00:00 AM,mg/L,0.43,0.3,DHEC
CW-174,5/1/2002,11:00:00 AM,mg/L,0.22,0.3,DHEC
CW-174,6/4/2002,10:30:00 AM,mg/L,0.45,0.3,DHEC
CW-185,10/16/2002,12:45:00 PM,mg/L,0.064,0.3,DHEC
CW-057,12/17/2002,11:35:00 AM,mg/L,0.4,0.3,DHEC
CW-224,1/23/2002,10:25:00 AM,mg/L,0.27,0.3,DHEC
CW-176,3/25/2002,12:25:00 PM,mg/L,0.18,0.3,DHEC
RL-02452,10/31/2002,12:40:00 PM,mg/L,0.9,0.3,DHEC
CW-002,7/2/2002,12:50:00 PM,mg/L,7.7,0.3,DHEC
CW-005,6/5/2002,12:35:00 PM,mg/L,6.2,0.3,DHEC
CW-166,5/23/2002,1:40:00 PM,mg/L,0.59,0.3,DHEC
CW-002,12/5/2002,3:10:00 PM,mg/L,0.4,0.3,DHEC
CW-008,8/5/2002,1:20:00 PM,mg/L,0.027,0.3,DHEC
CW-047,5/8/2002,10:40:00 AM,mg/L,0.097,0.3,DHEC
RL-02314,11/14/2002,10:45:00 AM,mg/L,0.58,0.3,DHEC
CW-019,2/26/2002,2:00:00 PM,mg/L,0.52,0.3,DHEC
CW-016,2/28/2002,11:10:00 AM,mg/L,0.96,0.3,DHEC
CW-223,9/26/2002,12:30:00 PM,mg/L,0.044,0.3,DHEC
CW-021,12/5/2002,12:50:00 PM,mg/L,0.12,0.3,DHEC
RL-02319,5/30/2002,1:30:00 PM,mg/L,0.26,0.3,DHEC
CW-014,8/21/2002,1:55:00 PM,mg/L,0.039,0.3,DHEC
CW-131,10/16/2002,10:30:00 AM,mg/L,0.14,0.3,DHEC
CW-233,5/1/2002,11:50:00 AM,mg/L,0.084,0.3,DHEC
CW-166,1/23/2002,9:35:00 AM,mg/L,0.42,0.3,DHEC
CW-203,4/30/2002,1:00:00 PM,mg/L,0.15,0.3,DHEC
CW-002,9/3/2002,12:50:00 PM,mg/L,4,0.3,DHEC
CW-029,2/6/2002,11:00:00 AM,mg/L,0.097,0.3,DHEC
CW-227,1/22/2002,3:00:00 PM,mg/L,0.099,0.3,DHEC
CW-080,4/9/2002,11:00:00 AM,mg/L,0.07,0.3,DHEC
CW-080,12/5/2002,11:35:00 AM,mg/L,0.063,0.3,DHEC
CW-083,11/20/2002,11:25:00 AM,mg/L,0.32,0.3,DHEC
CW-223,11/18/2002,12:50:00 PM,mg/L,0.044,0.3,DHEC
CW-014,1/16/2002,1:45:00 PM,mg/L,0.14,0.3,DHEC
CW-223,7/22/2002,12:35:00 PM,mg/L,0.094,0.3,DHEC
CW-041,9/30/2002,11:20:00 AM,mg/L,0.69,0.3,DHEC
CW-175,12/5/2002,1:35:00 PM,mg/L,0.13,0.3,DHEC
CW-208,10/23/2002,10:10:00 AM,mg/L,0.29,0.3,DHEC
CW-206,3/13/2002,10:55:00 AM,mg/L,0.5,0.3,DHEC
RL-02319,12/17/2002,1:15:00 PM,mg/L,0.43,0.3,DHEC
CW-227,7/1/2002,2:45:00 PM,mg/L,0.084,0.3,DHEC
CW-036,3/27/2002,11:00:00 AM,mg/L,5.1,0.3,DHEC
CW-227,11/19/2002,2:20:00 PM,mg/L,0.082,0.3,DHEC
CW-228,5/28/2002,11:50:00 AM,mg/L,0.1,0.3,DHEC
CW-155,10/15/2002,1:40:00 PM,mg/L,0.063,0.3,DHEC
CW-006,7/10/2002,11:10:00 AM,mg/L,1.2,0.3,DHEC
CW-250,8/21/2002,8:30:00 AM,mg/L,0.027,0.3,DHEC
CW-145,6/25/2002,2:20:00 PM,mg/L,0.18,0.3,DHEC
