StationID,ActivityStartDate,ActivityStartTime/Time,Ammonia_units,Ammonia,depth_m,source
CW-021,6/28/2006,12:25:00 PM,mg/L,0.28,0.3,DHEC
CW-206,10/19/2006,9:55:00 AM,mg/L,0.092,0.3,DHEC
CW-072,2/8/2006,11:43:00 AM,mg/L,0.071,0.3,DHEC
CW-231,2/7/2006,12:17:00 PM,mg/L,0.29,0.3,DHEC
CW-021,4/27/2006,11:55:00 AM,mg/L,0.38,0.3,DHEC
CW-021,2/2/2006,12:50:00 PM,mg/L,0.34,0.3,DHEC
CW-166,1/18/2006,9:30:00 AM,mg/L,0.19,0.3,DHEC
CW-064,3/7/2006,10:38:00 AM,mg/L,0.18,0.3,DHEC
CW-016,2/8/2006,9:19:00 AM,mg/L,0.33,0.3,DHEC
RS-06176,6/8/2006,12:38:00 PM,mg/L,0.16,0.3,DHEC
CW-206,12/6/2006,10:20:00 AM,mg/L,0.11,0.3,DHEC
CW-064,11/13/2006,10:47:00 AM,mg/L,0.074,0.3,DHEC
CW-072,7/19/2006,11:51:00 AM,mg/L,0.2,0.3,DHEC
CW-047,9/4/2007,11:27:00 AM,mg/L,0.25,0.3,DHEC
RL-06429,11/19/2007,10:17:00 AM,mg/L,0.084,0.3,DHEC
RL-07003,5/31/2007,10:05:00 AM,mg/L,0.56,0.3,DHEC
CW-145,3/13/2007,1:18:00 PM,mg/L,0.072,0.3,DHEC
CW-233,7/11/2007,9:50:00 AM,mg/L,0.071,0.3,DHEC
CW-021,5/1/2007,10:10:00 AM,mg/L,0.44,0.3,DHEC
CW-033,4/19/2007,10:48:00 AM,mg/L,0.38,0.3,DHEC
CW-174,12/27/2007,12:50:00 PM,mg/L,0.089,0.3,DHEC
CW-008,8/8/2007,11:58:00 AM,mg/L,0.1,0.3,DHEC
CW-040,4/4/2007,10:42:00 AM,mg/L,0.18,0.3,DHEC
CW-080,2/5/2007,10:40:00 AM,mg/L,0.48,0.3,DHEC
CW-083,6/19/2007,9:23:00 AM,mg/L,0.54,0.3,DHEC
CW-076,8/20/2007,12:40:00 PM,mg/L,0.09,0.3,DHEC
CW-232,7/10/2007,2:13:00 PM,mg/L,0.31,0.3,DHEC
CW-088,7/24/2007,1:00:00 PM,mg/L,1,0.3,DHEC
CW-019,8/16/2007,11:35:00 AM,mg/L,0.13,0.3,DHEC
CW-208,8/1/2007,11:05:00 AM,mg/L,0.063,0.3,DHEC
CW-079,6/20/2007,11:45:00 AM,mg/L,0.27,0.3,DHEC
CW-208,9/4/2007,10:50:00 AM,mg/L,0.07,0.3,DHEC
RS-07208,7/30/2007,10:39:00 AM,mg/L,0.11,0.3,DHEC
CW-232,4/3/2007,12:18:00 PM,mg/L,0.18,0.3,DHEC
CW-019,9/13/2007,12:05:00 PM,mg/L,0.25,0.3,DHEC
CW-154,10/29/2007,9:40:00 AM,mg/L,0.18,0.3,DHEC
CW-002,5/30/2007,9:07:00 AM,mg/L,1.2,0.3,DHEC
CW-221,5/9/2007,10:36:00 AM,mg/L,0.4,0.3,DHEC
CW-237,11/7/2007,11:30:00 AM,mg/L,0.14,0.3,DHEC
CW-131,9/4/2007,10:59:00 AM,mg/L,0.29,0.3,DHEC
CW-064,7/25/2007,11:40:00 AM,mg/L,0.52,0.3,DHEC
CW-033,6/26/2007,11:11:00 AM,mg/L,0.31,0.3,DHEC
CW-016F,7/12/2007,9:53:00 AM,mg/L,0.2,0.3,DHEC
CW-002,7/19/2007,9:53:00 AM,mg/L,0.16,0.3,DHEC
CW-016F,5/17/2007,11:49:00 AM,mg/L,0.3,0.3,DHEC
CW-225,8/22/2007,9:30:00 AM,mg/L,0.055,0.3,DHEC
CW-231,7/19/2007,11:02:00 AM,mg/L,0.072,0.3,DHEC
CW-036,7/17/2007,9:54:00 AM,mg/L,0.084,0.3,DHEC
CW-221,12/13/2007,11:23:00 AM,mg/L,0.13,0.3,DHEC
CW-036,9/12/2007,9:46:00 AM,mg/L,0.27,0.3,DHEC
CW-223,6/19/2007,10:30:00 AM,mg/L,0.86,0.3,DHEC
CW-047,6/5/2007,10:43:00 AM,mg/L,0.93,0.3,DHEC
CW-240,4/25/2007,10:10:00 AM,mg/L,0.43,0.3,DHEC
CW-206,8/9/2007,10:30:00 AM,mg/L,0.065,0.3,DHEC
CW-005,11/27/2007,10:41:00 AM,mg/L,0.18,0.3,DHEC
CW-083,10/3/2007,9:06:00 AM,mg/L,0.11,0.3,DHEC
CW-231,3/29/2007,9:30:00 AM,mg/L,0.17,0.3,DHEC
CW-207,5/17/2007,11:00:00 AM,mg/L,0.59,0.3,DHEC
CW-082,6/19/2007,11:20:00 AM,mg/L,0.62,0.3,DHEC
CW-231,10/29/2007,10:13:00 AM,mg/L,0.085,0.3,DHEC
CW-088,4/25/2007,1:45:00 PM,mg/L,0.92,0.3,DHEC
CW-154,7/30/2007,10:30:00 AM,mg/L,0.08,0.3,DHEC
RL-06429,4/19/2007,10:58:00 AM,mg/L,0.39,0.3,DHEC
CW-237,4/17/2007,11:45:00 AM,mg/L,0.32,0.3,DHEC
CW-040,2/14/2007,10:46:00 AM,mg/L,0.21,0.3,DHEC
CW-166,3/20/2007,10:25:00 AM,mg/L,0.073,0.3,DHEC
CW-021,12/3/2007,9:40:00 AM,mg/L,0.077,0.3,DHEC
CW-005,12/13/2007,10:31:00 AM,mg/L,0.095,0.3,DHEC
CW-175,12/27/2007,12:59:00 PM,mg/L,0.093,0.3,DHEC
CW-225,9/26/2007,11:15:00 AM,mg/L,0.093,0.3,DHEC
CW-233,6/12/2007,9:56:00 AM,mg/L,0.46,0.3,DHEC
CW-036,5/15/2007,11:14:00 AM,mg/L,0.46,0.3,DHEC
CW-151,4/3/2007,11:11:00 AM,mg/L,0.2,0.3,DHEC
CW-175,5/31/2007,9:47:00 AM,mg/L,0.77,0.3,DHEC
CW-234,6/12/2007,11:30:00 AM,mg/L,0.49,0.3,DHEC
CW-021,10/23/2007,1:15:00 PM,mg/L,0.096,0.3,DHEC
CW-224,10/30/2007,12:00:00 PM,mg/L,0.089,0.3,DHEC
CW-240,8/9/2007,10:10:00 AM,mg/L,0.074,0.3,DHEC
CW-209,6/14/2007,12:00:00 PM,mg/L,0.1,0.3,DHEC
CW-154,9/13/2007,9:50:00 AM,mg/L,0.23,0.3,DHEC
CW-155,3/20/2007,10:10:00 AM,mg/L,0.13,0.3,DHEC
CW-033,5/31/2007,9:33:00 AM,mg/L,0.72,0.3,DHEC
CW-155,8/16/2007,10:00:00 AM,mg/L,0.091,0.3,DHEC
CW-008,2/14/2007,11:22:00 AM,mg/L,0.59,0.3,DHEC
RL-07003,11/19/2007,10:32:00 AM,mg/L,0.063,0.3,DHEC
CW-207,2/15/2007,11:20:00 AM,mg/L,0.15,0.3,DHEC
CW-185,3/6/2007,12:20:00 PM,mg/L,0.42,0.3,DHEC
CW-233,3/7/2007,10:33:00 AM,mg/L,0.19,0.3,DHEC
CW-033,10/29/2007,11:40:00 AM,mg/L,0.06,0.3,DHEC
RS-07059,2/6/2007,9:14:00 AM,mg/L,0.21,0.3,DHEC
CW-131,2/20/2007,12:53:00 PM,mg/L,0.23,0.3,DHEC
CW-005,5/29/2007,10:47:00 AM,mg/L,0.66,0.3,DHEC
CL-021,5/17/2007,10:26:00 AM,mg/L,0.21,0.3,DHEC
CW-036,11/13/2007,10:11:00 AM,mg/L,0.17,0.3,DHEC
CW-002,1/24/2007,8:37:00 AM,mg/L,0.11,0.3,DHEC
CW-011,7/17/2007,12:51:00 PM,mg/L,0.053,0.3,DHEC
CW-155,9/13/2007,10:10:00 AM,mg/L,0.26,0.3,DHEC
CW-013,11/13/2007,11:11:00 AM,mg/L,0.72,0.3,DHEC
CW-233,8/8/2007,9:24:00 AM,mg/L,0.057,0.3,DHEC
CW-083,11/13/2007,9:47:00 AM,mg/L,0.088,0.3,DHEC
CW-231,5/31/2007,10:40:00 AM,mg/L,0.9,0.3,DHEC
CW-082,2/14/2007,12:30:00 PM,mg/L,0.26,0.3,DHEC
CW-131,4/3/2007,11:57:00 AM,mg/L,0.19,0.3,DHEC
CW-222,10/11/2007,11:50:00 AM,mg/L,0.051,0.3,DHEC
CW-014,7/10/2007,10:23:00 AM,mg/L,0.25,0.3,DHEC
CL-089,9/4/2007,11:45:00 AM,mg/L,0.083,0.3,DHEC
RS-07208,6/25/2007,10:45:00 AM,mg/L,0.3,0.3,DHEC
CW-154,6/20/2007,10:00:00 AM,mg/L,0.61,0.3,DHEC
CL-021,3/15/2007,9:58:00 AM,mg/L,0.16,0.3,DHEC
CW-223,7/17/2007,1:10:00 PM,mg/L,0.3,0.3,DHEC
CW-057,11/8/2007,11:01:00 AM,mg/L,0.055,0.3,DHEC
CW-236,7/11/2007,10:22:00 AM,mg/L,0.052,0.3,DHEC
CW-013,12/13/2007,2:00:00 PM,mg/L,0.14,0.3,DHEC
CW-240,2/22/2007,9:25:00 AM,mg/L,0.12,0.3,DHEC
CW-083,12/13/2007,12:10:00 PM,mg/L,1,0.3,DHEC
CW-016,8/8/2007,12:36:00 PM,mg/L,0.068,0.3,DHEC
CW-047,2/20/2007,11:47:00 AM,mg/L,0.29,0.3,DHEC
CW-131,7/10/2007,11:48:00 AM,mg/L,0.23,0.3,DHEC
CW-176,6/19/2007,10:03:00 AM,mg/L,0.2,0.3,DHEC
CW-057,12/27/2007,11:29:00 AM,mg/L,0.072,0.3,DHEC
CW-005,8/22/2007,10:34:00 AM,mg/L,0.16,0.3,DHEC
CW-207,10/4/2007,11:00:00 AM,mg/L,0.059,0.3,DHEC
CW-175,1/31/2007,11:52:00 AM,mg/L,0.074,0.3,DHEC
CW-175,8/23/2007,9:42:00 AM,mg/L,0.051,0.3,DHEC
CW-064,5/14/2007,1:53:00 PM,mg/L,0.7,0.3,DHEC
CW-019,6/20/2007,12:15:00 PM,mg/L,0.53,0.3,DHEC
CW-008,7/11/2007,9:23:00 AM,mg/L,0.11,0.3,DHEC
CW-145,8/7/2007,9:01:00 AM,mg/L,0.072,0.3,DHEC
CW-229,3/15/2007,9:45:00 AM,mg/L,0.21,0.3,DHEC
CW-145,2/28/2007,9:06:00 AM,mg/L,0.2,0.3,DHEC
CW-006,3/20/2007,10:56:00 AM,mg/L,0.25,0.3,DHEC
CW-019,7/30/2007,12:20:00 PM,mg/L,0.14,0.3,DHEC
CW-064,8/21/2007,10:18:00 AM,mg/L,0.13,0.3,DHEC
CW-009,7/10/2007,11:18:00 AM,mg/L,0.25,0.3,DHEC
CW-250,2/22/2007,9:10:00 AM,mg/L,0.16,0.3,DHEC
CW-227,3/13/2007,9:13:00 AM,mg/L,0.31,0.3,DHEC
CW-227,8/7/2007,9:32:00 AM,mg/L,0.097,0.3,DHEC
CW-223,2/14/2007,1:20:00 PM,mg/L,0.22,0.3,DHEC
CW-017,10/2/2007,12:33:00 PM,mg/L,0.19,0.3,DHEC
CW-057,2/8/2007,11:44:00 AM,mg/L,0.084,0.3,DHEC
CW-036,3/27/2007,12:20:00 PM,mg/L,0.14,0.3,DHEC
CW-175,2/22/2007,10:26:00 AM,mg/L,0.16,0.3,DHEC
CW-240,9/6/2007,10:20:00 AM,mg/L,0.2,0.3,DHEC
CW-014,1/16/2007,10:37:00 AM,mg/L,0.22,0.3,DHEC
CW-208,2/15/2007,10:35:00 AM,mg/L,0.59,0.3,DHEC
CL-089,12/10/2007,11:30:00 AM,mg/L,0.055,0.3,DHEC
CW-057,6/13/2007,9:25:00 AM,mg/L,0.28,0.3,DHEC
RL-07003,12/27/2007,1:29:00 PM,mg/L,0.09,0.3,DHEC
CW-014,8/7/2007,10:47:00 AM,mg/L,0.11,0.3,DHEC
CL-021,11/8/2007,9:23:00 AM,mg/L,0.97,0.3,DHEC
CW-033,2/22/2007,10:11:00 AM,mg/L,0.14,0.3,DHEC
CW-009,8/7/2007,11:30:00 AM,mg/L,0.1,0.3,DHEC
CW-228,7/12/2007,9:50:00 AM,mg/L,0.084,0.3,DHEC
CW-064,3/27/2007,11:23:00 AM,mg/L,0.27,0.3,DHEC
CW-083,9/12/2007,9:15:00 AM,mg/L,0.38,0.3,DHEC
CW-072,7/11/2007,10:46:00 AM,mg/L,0.13,0.3,DHEC
CW-206,9/6/2007,10:45:00 AM,mg/L,0.21,0.3,DHEC
CW-237,10/23/2007,12:20:00 PM,mg/L,0.081,0.3,DHEC
CW-228,8/1/2007,10:25:00 AM,mg/L,0.12,0.3,DHEC
CW-185,2/20/2007,12:22:00 PM,mg/L,0.24,0.3,DHEC
CW-224,2/21/2007,12:16:00 PM,mg/L,0.35,0.3,DHEC
CW-155,10/29/2007,10:00:00 AM,mg/L,0.051,0.3,DHEC
CL-021,4/12/2007,9:32:00 AM,mg/L,0.49,0.3,DHEC
CW-011,8/21/2007,11:09:00 AM,mg/L,0.05,0.3,DHEC
CW-212,6/25/2007,10:02:00 AM,mg/L,0.79,0.3,DHEC
CW-005,7/30/2007,10:57:00 AM,mg/L,0.068,0.3,DHEC
RS-07208,5/29/2007,10:35:00 AM,mg/L,0.21,0.3,DHEC
CW-016,9/18/2007,9:13:00 AM,mg/L,0.29,0.3,DHEC
RS-07208,4/26/2007,10:19:00 AM,mg/L,0.28,0.3,DHEC
CW-021,9/13/2007,1:15:00 PM,mg/L,0.3,0.3,DHEC
CW-005,9/26/2007,10:37:00 AM,mg/L,0.1,0.3,DHEC
CL-089,3/15/2007,11:35:00 AM,mg/L,0.1,0.3,DHEC
CW-005,2/21/2007,11:14:00 AM,mg/L,0.22,0.3,DHEC
CW-222,4/25/2007,11:15:00 AM,mg/L,0.21,0.3,DHEC
CW-222,7/26/2007,11:20:00 AM,mg/L,0.071,0.3,DHEC
CW-016F,11/8/2007,11:21:00 AM,mg/L,0.058,0.3,DHEC
CW-016F,6/26/2007,10:00:00 AM,mg/L,0.35,0.3,DHEC
CW-222,3/29/2007,11:15:00 AM,mg/L,0.13,0.3,DHEC
CW-237,7/17/2007,12:55:00 PM,mg/L,0.34,0.3,DHEC
CW-145,1/16/2007,11:48:00 AM,mg/L,0.093,0.3,DHEC
CW-174,11/19/2007,10:03:00 AM,mg/L,0.094,0.3,DHEC
CW-047,8/7/2007,10:38:00 AM,mg/L,0.34,0.3,DHEC
CW-229,7/12/2007,9:30:00 AM,mg/L,0.93,0.3,DHEC
CW-231,9/20/2007,9:45:00 AM,mg/L,0.11,0.3,DHEC
CW-232,3/6/2007,1:20:00 PM,mg/L,0.33,0.3,DHEC
CW-040,9/18/2007,12:03:00 PM,mg/L,0.14,0.3,DHEC
CW-228,3/15/2007,10:00:00 AM,mg/L,0.15,0.3,DHEC
CW-016F,8/9/2007,10:48:00 AM,mg/L,0.062,0.3,DHEC
CW-222,2/22/2007,10:40:00 AM,mg/L,0.27,0.3,DHEC
RS-07208,3/14/2007,10:38:00 AM,mg/L,0.13,0.3,DHEC
CW-231,11/19/2007,11:12:00 AM,mg/L,0.082,0.3,DHEC
CW-231,12/27/2007,12:14:00 PM,mg/L,0.054,0.3,DHEC
CW-154,8/16/2007,9:45:00 AM,mg/L,0.16,0.3,DHEC
CW-013,3/27/2007,11:00:00 AM,mg/L,0.11,0.3,DHEC
CW-013,6/19/2007,10:53:00 AM,mg/L,0.94,0.3,DHEC
CW-016,4/4/2007,2:13:00 PM,mg/L,0.1,0.3,DHEC
CW-016F,2/8/2007,10:25:00 AM,mg/L,0.25,0.3,DHEC
CL-089,4/12/2007,11:35:00 AM,mg/L,0.12,0.3,DHEC
CW-047,5/2/2007,11:00:00 AM,mg/L,0.54,0.3,DHEC
CW-083,3/27/2007,12:45:00 PM,mg/L,0.077,0.3,DHEC
CW-250,9/6/2007,10:05:00 AM,mg/L,0.31,0.3,DHEC
CW-155,5/30/2007,9:40:00 AM,mg/L,0.27,0.3,DHEC
CW-002,12/10/2007,9:59:00 AM,mg/L,0.68,0.3,DHEC
CW-064,2/20/2007,11:01:00 AM,mg/L,2.7,0.3,DHEC
RS-07043,9/4/2007,10:14:00 AM,mg/L,0.42,0.3,DHEC
CW-008,3/7/2007,9:40:00 AM,mg/L,0.16,0.3,DHEC
RL-06429,10/29/2007,11:57:00 AM,mg/L,0.094,0.3,DHEC
CW-208,12/10/2007,10:15:00 AM,mg/L,0.053,0.3,DHEC
CW-040,3/7/2007,1:25:00 PM,mg/L,0.095,0.3,DHEC
CL-021,12/27/2007,9:34:00 AM,mg/L,0.58,0.3,DHEC
CW-151,2/20/2007,11:15:00 AM,mg/L,0.41,0.3,DHEC
CW-088,6/20/2007,2:03:00 PM,mg/L,1.1,0.3,DHEC
CW-082,5/1/2007,11:45:00 AM,mg/L,0.37,0.3,DHEC
CW-155,6/20/2007,10:30:00 AM,mg/L,0.47,0.3,DHEC
CW-166,10/29/2007,10:30:00 AM,mg/L,0.051,0.3,DHEC
CW-079,2/5/2007,11:05:00 AM,mg/L,0.11,0.3,DHEC
CW-174,1/31/2007,12:03:00 PM,mg/L,0.063,0.3,DHEC
CW-207,3/15/2007,11:10:00 AM,mg/L,0.11,0.3,DHEC
CW-232,10/3/2007,1:59:00 PM,mg/L,0.21,0.3,DHEC
RS-07059,8/1/2007,9:44:00 AM,mg/L,0.098,0.3,DHEC
RS-07043,5/2/2007,10:15:00 AM,mg/L,0.39,0.3,DHEC
CW-166,6/20/2007,10:50:00 AM,mg/L,0.37,0.3,DHEC
CW-016,6/12/2007,9:21:00 AM,mg/L,0.23,0.3,DHEC
RL-06429,9/20/2007,10:35:00 AM,mg/L,0.084,0.3,DHEC
CW-174,4/19/2007,11:20:00 AM,mg/L,0.34,0.3,DHEC
CW-225,5/29/2007,11:11:00 AM,mg/L,0.7,0.3,DHEC
RS-07043,8/7/2007,9:38:00 AM,mg/L,0.18,0.3,DHEC
CL-021,7/12/2007,11:34:00 AM,mg/L,0.068,0.3,DHEC
CW-206,4/25/2007,10:25:00 AM,mg/L,0.32,0.3,DHEC
CW-212,3/14/2007,9:18:00 AM,mg/L,0.063,0.3,DHEC
CW-225,10/30/2007,11:31:00 AM,mg/L,0.082,0.3,DHEC
CW-036,12/13/2007,12:38:00 PM,mg/L,0.19,0.3,DHEC
CW-212,5/29/2007,10:04:00 AM,mg/L,0.6,0.3,DHEC
CW-016,7/11/2007,8:35:00 AM,mg/L,0.14,0.3,DHEC
CW-079,8/16/2007,11:15:00 AM,mg/L,0.08,0.3,DHEC
CW-223,5/1/2007,11:10:00 AM,mg/L,0.23,0.3,DHEC
CW-166,7/30/2007,11:05:00 AM,mg/L,0.16,0.3,DHEC
CW-234,5/8/2007,10:33:00 AM,mg/L,0.5,0.3,DHEC
CW-019,3/20/2007,11:40:00 AM,mg/L,0.15,0.3,DHEC
CW-016,10/2/2007,12:10:00 PM,mg/L,0.066,0.3,DHEC
CW-019,10/29/2007,11:35:00 AM,mg/L,0.091,0.3,DHEC
CW-016,11/13/2007,9:30:00 AM,mg/L,0.12,0.3,DHEC
CW-224,7/30/2007,11:45:00 AM,mg/L,0.073,0.3,DHEC
CW-083,5/15/2007,10:44:00 AM,mg/L,0.5,0.3,DHEC
CW-227,6/14/2007,10:00:00 AM,mg/L,0.31,0.3,DHEC
CW-207,11/27/2007,10:10:00 AM,mg/L,0.078,0.3,DHEC
CW-002,6/20/2007,9:09:00 AM,mg/L,0.68,0.3,DHEC
CW-175,9/20/2007,10:28:00 AM,mg/L,0.1,0.3,DHEC
CW-212,7/30/2007,10:10:00 AM,mg/L,0.077,0.3,DHEC
CW-006,6/25/2007,11:37:00 AM,mg/L,0.33,0.3,DHEC
CW-009,3/13/2007,11:06:00 AM,mg/L,0.064,0.3,DHEC
CW-225,4/26/2007,11:01:00 AM,mg/L,0.54,0.3,DHEC
CW-237,6/19/2007,10:00:00 AM,mg/L,0.57,0.3,DHEC
CW-175,10/29/2007,12:18:00 PM,mg/L,0.14,0.3,DHEC
CW-013,4/18/2007,10:07:00 AM,mg/L,0.9,0.3,DHEC
RL-06429,5/31/2007,9:43:00 AM,mg/L,0.86,0.3,DHEC
RS-07043,7/10/2007,10:00:00 AM,mg/L,0.23,0.3,DHEC
CW-047,3/6/2007,11:50:00 AM,mg/L,0.6,0.3,DHEC
CW-021,6/19/2007,10:50:00 AM,mg/L,0.67,0.3,DHEC
CW-014,11/14/2007,9:52:00 AM,mg/L,0.057,0.3,DHEC
CW-002,2/13/2007,9:00:00 AM,mg/L,0.074,0.3,DHEC
CW-036,10/3/2007,9:34:00 AM,mg/L,0.11,0.3,DHEC
CW-036,2/20/2007,9:50:00 AM,mg/L,0.67,0.3,DHEC
CW-231,6/26/2007,1:09:00 PM,mg/L,0.39,0.3,DHEC
CL-089,10/4/2007,11:40:00 AM,mg/L,0.088,0.3,DHEC
CW-008,9/18/2007,10:09:00 AM,mg/L,0.11,0.3,DHEC
CW-002,4/25/2007,9:17:00 AM,mg/L,0.42,0.3,DHEC
CW-029,12/13/2007,9:51:00 AM,mg/L,0.065,0.3,DHEC
CW-008,10/2/2007,11:05:00 AM,mg/L,0.08,0.3,DHEC
CW-185,4/3/2007,9:17:00 AM,mg/L,0.16,0.3,DHEC
CW-235,2/14/2007,9:16:00 AM,mg/L,0.4,0.3,DHEC
CW-223,9/13/2007,12:55:00 PM,mg/L,0.31,0.3,DHEC
CW-080,7/30/2007,11:30:00 AM,mg/L,0.071,0.3,DHEC
RS-07208,8/22/2007,10:12:00 AM,mg/L,0.068,0.3,DHEC
CW-228,2/15/2007,10:05:00 AM,mg/L,0.088,0.3,DHEC
CW-013,7/17/2007,1:38:00 PM,mg/L,0.081,0.3,DHEC
CW-154,5/30/2007,9:20:00 AM,mg/L,0.23,0.3,DHEC
CW-016,12/3/2007,10:32:00 AM,mg/L,0.072,0.3,DHEC
CW-237,2/13/2007,1:00:00 PM,mg/L,0.51,0.3,DHEC
CW-235,3/7/2007,2:00:00 PM,mg/L,0.12,0.3,DHEC
CW-057,3/15/2007,12:55:00 PM,mg/L,0.15,0.3,DHEC
CW-203,5/9/2007,11:35:00 AM,mg/L,0.2,0.3,DHEC
CW-072,4/4/2007,10:05:00 AM,mg/L,0.12,0.3,DHEC
RS-07208,2/21/2007,10:53:00 AM,mg/L,0.22,0.3,DHEC
CW-082,7/17/2007,1:50:00 PM,mg/L,1.3,0.3,DHEC
CW-206,12/6/2007,10:10:00 AM,mg/L,0.062,0.3,DHEC
CW-057,5/17/2007,9:12:00 AM,mg/L,0.44,0.3,DHEC
CW-236,3/7/2007,10:53:00 AM,mg/L,0.11,0.3,DHEC
CW-166,9/13/2007,10:25:00 AM,mg/L,0.22,0.3,DHEC
CW-208,3/15/2007,10:35:00 AM,mg/L,0.16,0.3,DHEC
CW-221,7/10/2007,9:56:00 AM,mg/L,0.18,0.3,DHEC
CW-209,4/12/2007,11:20:00 AM,mg/L,0.23,0.3,DHEC
CW-209,8/1/2007,11:35:00 AM,mg/L,0.053,0.3,DHEC
CW-080,6/20/2007,11:20:00 AM,mg/L,0.3,0.3,DHEC
CW-005,10/30/2007,11:06:00 AM,mg/L,0.067,0.3,DHEC
CW-008,6/12/2007,11:05:00 AM,mg/L,0.62,0.3,DHEC
CW-234,9/18/2007,9:45:00 AM,mg/L,0.064,0.3,DHEC
CW-166,8/16/2007,10:20:00 AM,mg/L,0.11,0.3,DHEC
CW-223,8/21/2007,10:10:00 AM,mg/L,0.092,0.3,DHEC
CW-208,1/25/2007,10:50:00 AM,mg/L,0.17,0.3,DHEC
CW-011,3/27/2007,10:40:00 AM,mg/L,0.29,0.3,DHEC
CW-175,11/19/2007,10:09:00 AM,mg/L,0.1,0.3,DHEC
CW-237,8/21/2007,9:45:00 AM,mg/L,0.31,0.3,DHEC
CW-174,10/29/2007,12:08:00 PM,mg/L,0.099,0.3,DHEC
CW-019,12/5/2007,10:30:00 AM,mg/L,0.13,0.3,DHEC
CW-064,4/18/2007,10:29:00 AM,mg/L,0.82,0.3,DHEC
CW-064,7/17/2007,10:59:00 AM,mg/L,0.13,0.3,DHEC
CW-013,5/14/2007,1:26:00 PM,mg/L,0.43,0.3,DHEC
CW-088,3/20/2007,9:42:00 AM,mg/L,0.59,0.3,DHEC
CW-017,9/18/2007,2:23:00 PM,mg/L,0.31,0.3,DHEC
CW-237,9/13/2007,12:30:00 PM,mg/L,0.15,0.3,DHEC
CW-225,6/25/2007,11:13:00 AM,mg/L,0.6,0.3,DHEC
CW-224,9/26/2007,11:53:00 AM,mg/L,0.052,0.3,DHEC
CW-207,9/4/2007,11:05:00 AM,mg/L,0.094,0.3,DHEC
CW-212,2/21/2007,10:05:00 AM,mg/L,0.21,0.3,DHEC
CW-017,2/14/2007,8:45:00 AM,mg/L,0.79,0.3,DHEC
CW-033,1/31/2007,11:22:00 AM,mg/L,0.087,0.3,DHEC
CW-176,7/17/2007,10:24:00 AM,mg/L,0.058,0.3,DHEC
CW-221,3/13/2007,9:49:00 AM,mg/L,0.16,0.3,DHEC
CW-225,3/14/2007,11:40:00 AM,mg/L,0.21,0.3,DHEC
RL-07003,1/31/2007,11:15:00 AM,mg/L,0.084,0.3,DHEC
CW-155,12/5/2007,9:30:00 AM,mg/L,0.056,0.3,DHEC
CW-029,7/30/2007,10:26:00 AM,mg/L,0.061,0.3,DHEC
CW-208,4/12/2007,10:20:00 AM,mg/L,0.071,0.3,DHEC
CW-176,2/20/2007,10:31:00 AM,mg/L,0.075,0.3,DHEC
CW-096,1/17/2007,11:10:00 AM,mg/L,0.47,0.3,DHEC
CW-064,12/13/2007,1:37:00 PM,mg/L,0.44,0.3,DHEC
CW-209,1/25/2007,11:40:00 AM,mg/L,0.09,0.3,DHEC
CW-235,7/11/2007,1:35:00 PM,mg/L,0.11,0.3,DHEC
CW-029,4/26/2007,9:53:00 AM,mg/L,0.3,0.3,DHEC
CW-250,4/25/2007,9:55:00 AM,mg/L,0.44,0.3,DHEC
CW-225,2/21/2007,11:51:00 AM,mg/L,0.3,0.3,DHEC
CW-231,2/22/2007,9:41:00 AM,mg/L,0.23,0.3,DHEC
CW-232,2/20/2007,1:19:00 PM,mg/L,0.22,0.3,DHEC
CW-006,8/22/2007,9:46:00 AM,mg/L,0.26,0.3,DHEC
CW-011,9/12/2007,11:39:00 AM,mg/L,0.12,0.3,DHEC
RL-06429,2/22/2007,10:20:00 AM,mg/L,0.14,0.3,DHEC
CW-224,6/25/2007,11:50:00 AM,mg/L,0.37,0.3,DHEC
CW-013,8/21/2007,10:43:00 AM,mg/L,0.16,0.3,DHEC
CW-209,3/15/2007,11:25:00 AM,mg/L,0.099,0.3,DHEC
CW-029,2/21/2007,10:30:00 AM,mg/L,0.25,0.3,DHEC
CW-014,3/13/2007,10:11:00 AM,mg/L,0.24,0.3,DHEC
CW-236,8/8/2007,9:49:00 AM,mg/L,0.12,0.3,DHEC
CW-185,9/4/2007,11:51:00 AM,mg/L,0.4,0.3,DHEC
CW-072,3/7/2007,12:44:00 PM,mg/L,0.23,0.3,DHEC
CW-013,2/20/2007,11:20:00 AM,mg/L,1.1,0.3,DHEC
CW-017,7/11/2007,1:56:00 PM,mg/L,0.39,0.3,DHEC
CW-227,7/10/2007,9:23:00 AM,mg/L,0.21,0.3,DHEC
CW-057,7/12/2007,9:38:00 AM,mg/L,0.12,0.3,DHEC
CW-227,1/16/2007,11:25:00 AM,mg/L,0.11,0.3,DHEC
CW-080,9/13/2007,10:45:00 AM,mg/L,0.09,0.3,DHEC
CW-064,10/3/2007,10:19:00 AM,mg/L,0.17,0.3,DHEC
CW-203,10/2/2007,11:30:00 AM,mg/L,0.052,0.3,DHEC
CW-209,2/15/2007,12:15:00 PM,mg/L,0.088,0.3,DHEC
CW-185,10/3/2007,11:15:00 AM,mg/L,0.37,0.3,DHEC
CW-176,3/27/2007,11:54:00 AM,mg/L,0.08,0.3,DHEC
CW-033,12/27/2007,12:48:00 PM,mg/L,0.089,0.3,DHEC
